Gene ID,gene_name,gene_product,"B1-MG data, non-normalized",,,"B1-MG data, normalized",,,"MG-SG data, non-normalized",,,"MG-SG data, normalized",,,"SG-B2 data, non-normalized",,,"SG-B2 data, normalized",,,"SG-B2 data, normalized, BS fitness-corrected",,,"Blood stage fitness data (Bushell et al., 2017)",,Classified as metabolic?,Metabolic subsystem(s),Go Biological Process (computed),GO Biological Process (curated)
PBANKA_1319700,ApiAP2,"transcription factor with AP2 domain(s), putative",0.206,0.084,not reduced,-0.217,0.105,not reduced,-0.214,0.045,not reduced,-0.696,0.061,not reduced,0.753,0.050,not reduced,0.073,0.068,not reduced,0.001,0.093,not reduced,0.985,Dispensable,,, , 
PBANKA_0932300,ApiAP2,"transcription factor with AP2 domain(s), putative",0.131,0.263,not reduced,-0.541,0.291,no power,-0.289,0.424,no power,-0.605,0.443,no power,0.724,0.426,not reduced,-0.023,0.447,not reduced,0.157,0.455,not reduced,0.960,Dispensable,,, , 
PBANKA_1437500,AP2-G,transcription factor with AP2 domain(s),-10.084,0.370,reduced,-10.785,0.416,reduced,-1.188,0.485,no power,-1.932,0.529,no power,0.361,0.990,no power,-0.473,1.023,no power,-1.428,1.028,no power,1.247,Fast,,, , 
PBANKA_1231600,ApiAP2,"transcription factor with AP2 domain(s), putative",-1.784,0.202,reduced,-2.543,0.228,reduced,0.870,0.211,not reduced,0.274,0.241,not reduced,0.601,0.196,not reduced,0.209,0.229,not reduced,0.899,0.564,not reduced,0.840,Dispensable,,, , 
PBANKA_1034300,AP2-G2,transcription factor with AP2 domain(s),-10.696,0.776,reduced,-11.539,0.813,reduced,0.357,1.047,no power,0.112,1.075,no power,0.324,1.241,no power,0.099,1.336,no power,1.726,1.353,not reduced,0.687,Slow,,, , 
PBANKA_0406700,,"activator of Hsp90 ATPase, putative",0.139,0.035,not reduced,-0.469,0.049,not reduced,0.043,0.041,not reduced,-0.333,0.060,not reduced,-0.130,0.054,not reduced,-0.893,0.078,no power,-0.344,0.159,not reduced,0.874,Slow,,, , 
PBANKA_0816200,,"ribonuclease H2 subunit C, putative",2.314,1.139,not reduced,-0.031,1.466,no power,-0.184,0.661,no power,-0.192,0.850,no power,1.698,0.494,not reduced,0.000,0.635,no power,3.910,0.686,not reduced,0.405,Slow,,, , 
PBANKA_1145500,,"conserved Plasmodium protein, unknown function",-1.680,0.166,reduced,-2.343,0.191,reduced,-1.381,0.246,no power,-1.846,0.276,reduced,-0.313,0.503,no power,-0.950,0.539,no power,-0.705,0.588,no power,0.915,Dispensable,,, , 
PBANKA_1121100,,"radical SAM protein, putative",-0.442,0.326,no power,-0.993,0.411,no power,-0.087,0.165,not reduced,-0.615,0.202,no power,-0.942,0.670,no power,-1.577,0.721,no power,-1.373,0.784,no power,0.959,Dispensable,y,Aminoacyl-tRNA biosynthesis, , 
PBANKA_1123100,,"conserved Plasmodium protein, unknown function",-0.773,0.378,no power,-1.156,0.400,no power,-0.456,0.361,no power,-0.905,0.386,no power,0.096,0.483,not reduced,-0.657,0.511,no power,-0.722,0.578,no power,1.001,Dispensable,,, , 
PBANKA_1015300,,"rRNA (adenosine-2'-O-)-methyltransferase, putative",-0.233,1.474,no power,-0.327,1.666,no power,0.363,1.355,no power,0.293,1.559,no power,0.506,1.575,no power,0.194,1.808,no power,1.294,1.935,no power,0.766,Dispensable,,, , 
PBANKA_1016500,,"WW domain-binding protein 11, putative",1.249,1.139,no power,-1.094,1.466,no power,-0.184,0.661,no power,-0.192,0.850,no power,1.698,0.494,not reduced,0.000,0.635,no power,4.254,0.920,not reduced,0.374,Slow,,, , 
PBANKA_1036200,RBM8A,"RNA-binding protein 8A, putative",-0.516,1.860,no power,-0.749,1.896,no power,-0.038,1.153,no power,-0.239,1.203,no power,0.926,1.215,no power,0.650,1.323,no power,7.772,1.365,not reduced,0.193,Slow,,, , 
PBANKA_0315000,,"apicoplast RNA methyltransferase precursor, putative",0.241,0.042,not reduced,-0.239,0.055,not reduced,-0.018,0.048,not reduced,-0.544,0.065,not reduced,1.476,0.057,not reduced,-0.070,0.075,not reduced,0.084,0.201,not reduced,0.968,Dispensable,,, , 
PBANKA_1404800,,"SAM dependent methyltransferase, putative",-0.156,0.186,not reduced,-0.960,0.233,no power,0.418,0.143,not reduced,-0.349,0.188,not reduced,1.261,0.130,not reduced,0.322,0.166,not reduced,0.699,0.219,not reduced,0.923,Dispensable,,, , 
PBANKA_1039300,SR140,"U2 snRNP-associated SURP motif-containing protein, putative",1.371,1.139,not reduced,-0.972,1.466,no power,-0.184,0.661,no power,-0.192,0.850,no power,1.698,0.494,not reduced,0.000,0.635,no power,4.055,0.725,not reduced,0.392,Slow,,, , 
PBANKA_1037600,RRP5,"rRNA biogenesis protein RRP5, putative",-5.447,0.492,reduced,-6.286,0.531,reduced,0.463,0.686,not reduced,0.216,0.714,no power,-4.039,1.403,reduced,-4.553,1.522,reduced,-2.414,1.589,no power,0.614,Slow,,, , 
PBANKA_0502300,,"tRNA pseudouridine synthase, putative",-0.071,0.058,not reduced,-0.598,0.074,not reduced,-0.184,0.061,not reduced,-0.528,0.078,not reduced,0.299,0.069,not reduced,-0.394,0.088,not reduced,-0.207,0.188,not reduced,0.931,Dispensable,,, , 
PBANKA_0619600,,"PelOta protein homologue, putative",0.153,0.075,not reduced,-0.329,0.095,not reduced,-0.109,0.069,not reduced,-0.417,0.088,not reduced,-0.917,0.080,no power,-1.758,0.102,reduced,-1.660,0.129,reduced,0.960,Dispensable,,, , 
PBANKA_0831900,,"nucleolar protein Nop52, putative",-1.137,2.386,no power,-1.267,2.578,no power,1.650,2.509,no power,1.562,2.698,no power,-1.023,2.604,no power,-1.290,2.798,no power,0.426,2.863,no power,0.668,Slow,,, , 
PBANKA_1201600,,"ribosome-binding factor A, putative",-0.413,1.860,no power,-0.650,1.896,no power,-0.382,1.153,no power,-0.594,1.203,no power,1.452,1.215,not reduced,1.120,1.323,no power,7.290,1.423,not reduced,0.240,Slow,,, , 
PBANKA_1121400,,"RNA methyltransferase, putative",0.070,0.056,not reduced,-0.317,0.073,not reduced,0.056,0.064,not reduced,-0.328,0.083,not reduced,-0.547,0.075,not reduced,-1.060,0.094,no power,-0.674,0.214,no power,0.901,Dispensable,,, , 
PBANKA_1036400,BOP1,"ribosome biogenesis protein BOP1, putative",2.314,1.139,not reduced,-0.031,1.466,no power,-0.184,0.661,no power,-0.192,0.850,no power,1.698,0.494,not reduced,0.000,0.635,no power,4.955,0.846,not reduced,0.318,Slow,,, , 
PBANKA_1235600,SAHH,"adenosylhomocysteinase, putative",-0.965,0.145,no power,-1.776,0.169,reduced,-0.608,0.142,not reduced,-1.076,0.168,no power,1.272,0.164,not reduced,0.425,0.192,not reduced,1.407,0.295,not reduced,0.778,Slow,y,Purine metabolism, , 
PBANKA_0603800,SEPSECS,"O-phosphoseryl-tRNA(Sec) selenium transferase, putative",0.268,0.067,not reduced,-0.117,0.082,not reduced,-0.123,0.059,not reduced,-0.493,0.078,not reduced,-0.138,0.065,not reduced,-0.695,0.083,not reduced,-0.784,0.162,no power,0.975,Dispensable,y,Aminoacyl-tRNA biosynthesis, , 
PBANKA_1205400,,"rhoGAP GTPase, putative",0.105,0.067,not reduced,-0.575,0.093,not reduced,-0.034,0.058,not reduced,-0.452,0.083,not reduced,-1.597,0.143,reduced,-2.194,0.181,reduced,-1.653,0.270,reduced,0.883,Dispensable,,, , 
PBANKA_0800600,,"centrin, putative",0.523,0.108,not reduced,-0.070,0.140,not reduced,-0.322,0.099,not reduced,-0.875,0.135,no power,0.709,0.038,not reduced,-0.024,0.053,not reduced,0.008,0.174,not reduced,0.977,Dispensable,,, , 
PBANKA_1116200,,"ras GTPAse, putative",-0.232,0.104,not reduced,-0.830,0.137,no power,0.270,0.099,not reduced,-0.292,0.134,not reduced,0.031,0.034,not reduced,-0.709,0.050,not reduced,-0.743,0.087,not reduced,1.013,Dispensable,y,Purine metabolism, , 
PBANKA_1414700,,"ADP-ribosylation factor, putative",-0.315,0.286,not reduced,-0.724,0.386,no power,0.404,0.059,not reduced,-1.251,0.101,reduced,-1.626,0.074,reduced,-2.685,0.103,reduced,-2.590,0.129,reduced,0.962,Dispensable,,, , 
PBANKA_1120800,SRP68,"signal recognition particle subunit SRP68, putative",-0.765,0.678,no power,-1.162,0.711,no power,-0.002,0.688,no power,-0.348,0.723,no power,2.400,0.650,not reduced,2.099,0.669,not reduced,9.270,2.762,not reduced,0.166,Essential,,, , 
PBANKA_1459200,ALAS,delta-aminolevulinic acid synthetase,0.697,0.067,not reduced,-0.054,0.089,not reduced,-0.159,0.062,not reduced,-0.541,0.086,not reduced,-13.271,0.299,reduced,-14.044,0.330,reduced,-13.715,0.405,reduced,0.972,Dispensable,y,Heme biosynthesis, , 
PBANKA_0608000,PBGD,"porphobilinogen deaminase, putative",-0.047,0.136,not reduced,-0.502,0.169,not reduced,-0.342,0.090,not reduced,-0.851,0.112,no power,-3.169,0.491,reduced,-3.807,0.543,reduced,-3.841,0.593,reduced,1.013,Dispensable,y,Heme biosynthesis, , 
PBANKA_1460600,,"conserved Plasmodium protein, unknown function",0.515,0.037,not reduced,-0.092,0.051,not reduced,-0.080,0.041,not reduced,-0.454,0.061,not reduced,-1.802,0.104,reduced,-2.632,0.130,reduced,-2.796,0.145,reduced,1.036,Dispensable,,, , 
PBANKA_0825200,TPK,"thiamine pyrophosphokinase, putative",-0.883,0.103,no power,-1.336,0.136,reduced,-0.115,0.078,not reduced,-0.626,0.101,not reduced,0.568,0.194,not reduced,-0.093,0.248,not reduced,-0.159,0.309,not reduced,1.014,Dispensable,y,Thiamine (vit B1) metabolism, , 
PBANKA_0904400,TFG2,"transcription initiation factor IIF subunit beta, putative",0.385,0.131,not reduced,-0.595,0.177,not reduced,0.312,0.171,not reduced,0.051,0.234,not reduced,0.410,0.275,not reduced,0.556,0.373,not reduced,3.771,0.593,not reduced,0.458,Slow,,, , 
PBANKA_0312400,RPB2,"DNA-directed RNA polymerase II subunit RPB2, putative",-0.429,0.152,not reduced,-1.614,0.178,reduced,-0.134,0.166,not reduced,-0.528,0.191,not reduced,-0.325,0.307,not reduced,-1.953,0.354,reduced,1.540,0.630,not reduced,0.470,Slow,,, , 
PBANKA_0304200,,"DNA-directed RNA polymerase III subunit RPC10, putative",2.314,1.139,not reduced,-0.031,1.466,no power,-0.184,0.661,no power,-0.192,0.850,no power,1.698,0.494,not reduced,0.000,0.635,no power,7.295,0.892,not reduced,0.185,Slow,,, , 
PBANKA_0938900,,"IWS1-like protein, putative",-2.315,0.103,reduced,-2.943,0.126,reduced,-1.302,0.166,no power,-1.889,0.196,reduced,0.396,0.410,not reduced,0.013,0.442,not reduced,0.873,0.495,not reduced,0.818,Slow,,, , 
PBANKA_1324000,,"60S ribosomal protein L29, putative",-0.860,0.532,no power,-1.236,0.566,no power,2.502,0.524,not reduced,-1.121,0.693,no power,-1.086,0.406,no power,-1.388,0.432,no power,0.262,0.639,no power,0.663,Slow,,, , 
PBANKA_0110000,,"60S ribosomal protein L39, putative",-0.627,0.283,no power,-0.907,0.311,no power,0.445,0.357,not reduced,-3.356,0.507,reduced,-0.653,0.487,no power,-0.931,0.506,no power,1.556,0.664,not reduced,0.618,Slow,,, , 
PBANKA_0616000,,"mitochondrial ribosomal protein S8 precursor, putative",-0.479,0.104,not reduced,-1.079,0.137,no power,0.639,0.099,not reduced,0.083,0.134,not reduced,0.583,0.034,not reduced,-0.136,0.050,not reduced,-0.028,0.128,not reduced,0.984,Dispensable,,, , 
PBANKA_1409400,,"mitochondrial ribosomal protein S15 precursor, putative",-4.415,0.763,reduced,-4.695,0.792,reduced,6.707,0.766,not reduced,3.184,0.897,not reduced,-4.694,1.028,reduced,-5.014,1.045,reduced,1.325,1.232,no power,0.237,Slow,,, , 
PBANKA_1133400,EF-1alpha,elongation factor 1-alpha,-0.265,0.064,not reduced,-0.732,0.078,not reduced,0.194,0.076,not reduced,-0.348,0.092,not reduced,1.962,0.094,not reduced,0.382,0.115,not reduced,0.898,0.217,not reduced,0.850,Slow,y,Purine metabolism|Selenocompound metabolism, , 
PBANKA_0814200,,"elongation factor 1-beta, putative",-0.173,0.044,not reduced,-0.696,0.060,not reduced,0.482,0.044,not reduced,0.132,0.061,not reduced,-0.356,0.043,not reduced,-1.037,0.061,no power,-0.874,0.092,no power,0.957,Dispensable,,, , 
PBANKA_0809000,,"translation initiation factor SUI1, putative",0.760,0.143,not reduced,0.327,0.163,not reduced,-0.088,0.067,not reduced,-0.574,0.083,not reduced,0.374,0.071,not reduced,-0.347,0.091,not reduced,-0.355,0.213,not reduced,0.991,Dispensable,,, , 
PBANKA_1007300,,"peptide chain release factor 2, putative",-0.320,0.947,no power,-0.427,1.137,no power,0.358,0.956,no power,0.289,1.141,no power,-0.484,0.858,no power,-0.650,1.030,no power,0.048,1.061,no power,0.849,Dispensable,,, , 
PBANKA_1016100,,"peptide chain release factor 1, putative",0.474,0.109,not reduced,-0.124,0.142,not reduced,-0.269,0.105,not reduced,-0.829,0.140,no power,-0.464,0.051,not reduced,-1.227,0.068,reduced,-1.377,0.136,reduced,1.030,Dispensable,,, , 
PBANKA_0930400,ICT1,"peptidyl-tRNA hydrolase ICT1, putative",-0.721,0.108,not reduced,-1.323,0.141,reduced,0.039,0.107,not reduced,-0.517,0.142,not reduced,0.146,0.065,not reduced,-0.645,0.082,not reduced,-0.828,0.188,no power,1.013,Dispensable,,, , 
PBANKA_0802600,,"peptide chain release factor, putative",2.314,1.139,not reduced,-0.031,1.466,no power,0.156,0.661,no power,0.145,0.850,no power,1.158,0.492,not reduced,-0.536,0.634,no power,3.295,0.966,not reduced,0.420,Slow,,, , 
PBANKA_0520200,,"ADP/ATP transporter on adenylate translocase, putative",0.558,0.741,not reduced,0.175,0.777,no power,0.300,0.673,no power,-0.041,0.707,no power,-0.493,0.662,no power,-0.791,0.682,no power,5.987,0.870,not reduced,0.208,Slow,y,Transport between c and m, , 
PBANKA_1016400,,"metabolite/drug transporter, putative",-1.462,0.438,no power,-2.164,0.469,reduced,0.412,0.277,not reduced,-0.078,0.315,not reduced,-1.486,0.374,no power,-2.135,0.414,reduced,-1.718,0.632,no power,0.871,Dispensable,,, , 
PBANKA_1304700,,"major facilitator superfamily, putative",-0.752,2.128,no power,-0.851,2.325,no power,0.586,2.266,no power,0.491,2.475,no power,-1.884,3.395,no power,-2.063,3.568,no power,0.800,3.575,no power,0.516,Slow,,, , 
PBANKA_1443800,MRP2,multidrug resistance-associated protein 2,-1.768,2.977,no power,-1.900,3.173,no power,-0.428,3.577,no power,-0.514,3.757,no power,-0.427,3.682,no power,-0.582,3.858,no power,1.341,3.879,no power,0.641,Slow,,, , 
PBANKA_0112500,,"organic anion transporter, putative",0.326,0.143,not reduced,-0.493,0.167,not reduced,0.485,0.128,not reduced,0.019,0.154,not reduced,-2.059,0.124,reduced,-2.734,0.148,reduced,-2.256,0.242,reduced,0.935,Dispensable,,, , 
PBANKA_1353300,ABCB5,"ABC transporter B family member 5, putative",-0.166,0.303,not reduced,-0.557,0.402,no power,0.382,0.062,not reduced,-1.271,0.103,reduced,-1.219,0.092,reduced,-2.212,0.124,reduced,-1.836,0.154,reduced,0.906,Slow,,, , 
PBANKA_0817000,,"sugar transporter, putative",-0.278,0.083,not reduced,-1.076,0.110,no power,-0.159,0.086,not reduced,-0.620,0.113,not reduced,-0.194,0.096,not reduced,-0.871,0.119,no power,-0.945,0.212,no power,0.964,Dispensable,,, , 
PBANKA_1434000,,"phosphate translocator, putative",-0.558,0.067,not reduced,-1.091,0.083,no power,0.229,0.073,not reduced,-0.098,0.090,not reduced,-0.310,0.079,not reduced,-0.978,0.097,no power,-0.568,0.177,not reduced,0.917,Dispensable,,, , 
PBANKA_0401200,ABCB4,"ABC transporter B family member 4, putative",0.010,0.072,not reduced,-0.449,0.085,not reduced,0.641,0.064,not reduced,0.156,0.079,not reduced,0.785,0.088,not reduced,-0.735,0.110,not reduced,-0.316,0.206,not reduced,0.931,Dispensable,,, , 
PBANKA_0205100,,"mitochondrial carrier protein, putative",-0.324,0.050,not reduced,-1.098,0.071,no power,-0.127,0.048,not reduced,-0.555,0.070,not reduced,0.245,0.052,not reduced,-0.188,0.073,not reduced,-0.243,0.194,not reduced,0.987,Dispensable,,, , 
PBANKA_1311700,MDR2,"multidrug resistance protein 2, putative",-0.037,0.056,not reduced,-0.413,0.073,not reduced,-0.352,0.061,not reduced,-0.721,0.089,not reduced,-0.003,0.227,not reduced,-0.714,0.321,no power,-0.243,0.365,not reduced,0.891,Slow,,, , 
PBANKA_0820400,,"sugar transporter, putative",0.576,0.212,not reduced,-0.183,0.257,not reduced,0.175,0.175,not reduced,-0.583,0.219,no power,0.996,0.152,not reduced,-0.008,0.191,not reduced,0.084,0.235,not reduced,0.976,Dispensable,,, , 
PBANKA_1413000,,"cop-coated vesicle membrane protein p24 precursor, putative",-0.226,0.666,no power,-0.299,0.853,no power,0.040,0.675,no power,-0.044,0.859,no power,0.326,0.680,no power,0.128,0.855,no power,0.355,0.860,no power,0.949,Dispensable,,, , 
PBANKA_1427100,AQP2,"aquaporin, putative",0.698,0.113,not reduced,0.357,0.131,not reduced,-1.585,0.132,reduced,-2.096,0.158,reduced,-3.366,0.408,reduced,-4.140,0.436,reduced,-4.236,0.471,reduced,1.012,Dispensable,,, , 
PBANKA_1348000,,"transmembrane protein Tmp21 homologue, putative",-0.279,0.280,not reduced,-1.008,0.298,no power,0.475,0.329,not reduced,0.100,0.349,not reduced,0.205,0.722,no power,-0.586,0.746,no power,-0.554,0.754,no power,0.993,Dispensable,,, , 
PBANKA_1116300,MQO,"malate:quinone oxidoreductase, putative",-1.366,0.071,reduced,-1.776,0.086,reduced,-0.005,0.070,not reduced,-0.371,0.088,not reduced,-0.494,0.102,not reduced,-1.048,0.122,no power,-0.488,0.171,not reduced,0.896,Slow,y,Citrate cycle (TCA cycle), , 
PBANKA_1419100,,"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, putative",-0.569,0.102,not reduced,-1.185,0.116,no power,-0.018,0.175,not reduced,-0.486,0.197,not reduced,-0.390,0.234,not reduced,-1.260,0.265,no power,-1.295,0.313,no power,0.999,Dispensable,y,Citrate cycle (TCA cycle)|Lysine degradation, , 
PBANKA_0710100,KDH,"2-oxoglutarate dehydrogenase E1 component, putative",-1.208,0.085,reduced,-1.733,0.102,reduced,-0.629,0.101,not reduced,-0.975,0.119,no power,-0.465,0.119,not reduced,-1.137,0.137,no power,-1.079,0.276,no power,0.971,Dispensable,y,Citrate cycle (TCA cycle)|Lysine degradation, , 
PBANKA_1428800,,"iron-sulfur subunit of succinate dehydrogenase, putative",-0.937,0.110,no power,-1.548,0.124,reduced,0.342,0.151,not reduced,-0.042,0.169,not reduced,-10.207,0.654,reduced,-11.001,0.679,reduced,-10.866,0.687,reduced,0.969,Dispensable,y,ETC, , 
PBANKA_1440000,,"isoleucine--tRNA ligase, putative",0.227,1.106,no power,-0.584,1.144,no power,0.420,1.157,no power,0.169,1.185,no power,1.878,1.597,no power,1.370,1.716,no power,4.110,2.112,not reduced,0.531,Slow,y,Aminoacyl-tRNA biosynthesis, , 
PBANKA_0606100,MiaA,"tRNA delta(2)-isopentenylpyrophosphate transferase, putative",0.846,0.129,not reduced,0.380,0.162,not reduced,-0.026,0.058,not reduced,-0.496,0.080,not reduced,0.001,0.164,not reduced,-0.617,0.215,no power,-0.335,0.349,no power,0.966,Dispensable,y,Aminoacyl-tRNA biosynthesis, , 
PBANKA_1357400,USB1,"U6 snRNA phosphodiesterase, putative",-2.305,1.853,no power,-2.533,1.889,no power,0.090,1.153,no power,-0.124,1.203,no power,1.013,1.215,no power,0.718,1.323,no power,8.510,1.369,not reduced,0.165,Slow,,, , 
PBANKA_1239600,UFD1,"ubiquitin fusion degradation protein 1, putative",0.304,0.109,not reduced,-0.294,0.142,not reduced,-0.040,0.105,not reduced,-0.597,0.140,not reduced,-0.236,0.045,not reduced,-0.953,0.061,no power,-1.014,0.130,no power,1.018,Dispensable,,, , 
PBANKA_0930900,UCH54,"deubiquinating/deneddylating enzyme, putative",1.283,0.147,not reduced,0.551,0.190,not reduced,0.277,0.114,not reduced,-0.471,0.158,not reduced,0.706,0.077,not reduced,-0.056,0.107,not reduced,0.243,0.151,not reduced,0.902,Slow,,, , 
PBANKA_0517800,,"Sec1 family protein, putative",-0.469,1.024,no power,-0.877,1.040,no power,0.399,1.006,no power,0.194,1.023,no power,-0.001,0.844,no power,-0.376,0.873,no power,2.521,1.109,not reduced,0.508,Slow,,, , 
PBANKA_1337200,,"protein transport protein SFT2, putative",0.198,0.111,not reduced,-0.303,0.132,not reduced,-0.201,0.096,not reduced,-0.637,0.119,not reduced,-0.328,0.104,not reduced,-1.044,0.126,no power,-0.657,0.229,no power,0.937,Dispensable,,, , 
PBANKA_1401700,,"SNARE protein, putative",-1.276,0.087,reduced,-1.869,0.101,reduced,0.154,0.124,not reduced,-0.289,0.145,not reduced,0.828,0.160,not reduced,-0.150,0.192,not reduced,-0.302,0.229,not reduced,0.991,Dispensable,,, , 
PBANKA_1110500,TCTP,histamine-releasing factor,-0.366,0.130,not reduced,-0.698,0.158,no power,0.492,0.142,not reduced,-1.744,0.240,reduced,-1.003,0.114,no power,-1.468,0.134,reduced,-0.722,0.200,no power,0.811,Slow,,, , 
PBANKA_1203700,UPF1,"regulator of nonsense transcripts 1, putative",0.071,0.152,not reduced,-0.265,0.183,not reduced,0.364,0.186,not reduced,0.009,0.217,not reduced,-1.122,0.250,no power,-1.418,0.269,no power,-1.801,0.647,no power,0.848,Dispensable,,, , 
PBANKA_1221000,RAD14,"DNA repair protein RAD14, putative",0.216,0.049,not reduced,-0.312,0.066,not reduced,-0.553,0.050,not reduced,-0.915,0.068,no power,0.297,0.063,not reduced,-0.396,0.082,not reduced,-0.515,0.154,not reduced,1.035,Dispensable,,, , 
PBANKA_0303700,RAD2,"DNA repair protein RAD2, putative",0.310,0.105,not reduced,-0.200,0.124,not reduced,0.016,0.094,not reduced,-0.298,0.112,not reduced,0.426,0.092,not reduced,-0.262,0.111,not reduced,-0.040,0.222,not reduced,0.948,Dispensable,,,DNA repair, 
PBANKA_1101300,,"conserved rodent malaria protein, unknown function",0.812,0.373,not reduced,-0.166,0.414,not reduced,0.186,0.217,not reduced,0.036,0.256,not reduced,0.169,0.376,not reduced,0.244,0.471,not reduced,2.624,0.837,not reduced,0.500,Slow,,, , 
