"Gene ID","source_id","Product Description","Gene Type","Is Pseudo","Gene Name or Symbol","Transcript Product Description"
"PBANKA_1458000","PBANKA_1458000.1","translation machinery-associated protein 46, putative","protein coding","No","N/A","translation machinery-associated protein 46, putative"
"PBANKA_1458100","PBANKA_1458100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1458200","PBANKA_1458200.1","5-formyltetrahydrofolate cyclo-ligase, putative","protein coding","No","N/A","5-formyltetrahydrofolate cyclo-ligase, putative"
"PBANKA_1458300","PBANKA_1458300.1","kinesin-13, putative","protein coding","No","N/A","kinesin-13, putative"
"PBANKA_1458400","PBANKA_1458400.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1458500","PBANKA_1458500.1","NEDD8-conjugating enzyme UBC12, putative","protein coding","No","UBC12","NEDD8-conjugating enzyme UBC12, putative"
"PBANKA_1458600","PBANKA_1458600.1","50S ribosomal protein L3, mitochondrial, putative","protein coding","No","N/A","50S ribosomal protein L3, mitochondrial, putative"
"PBANKA_1458700","PBANKA_1458700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1458800","PBANKA_1458800.1","kinesin-15, putative","protein coding","No","N/A","kinesin-15, putative"
"PBANKA_1458900","PBANKA_1458900.1","epsin-like protein, putative","protein coding","No","EpsL","epsin-like protein, putative"
"PBANKA_1459000","PBANKA_1459000.1","ankyrin-repeat protein, putative","protein coding","No","N/A","ankyrin-repeat protein, putative"
"PBANKA_1459100","PBANKA_1459100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1459200","PBANKA_1459200.1","delta-aminolevulinic acid synthetase","protein coding","No","ALAS","delta-aminolevulinic acid synthetase"
"PBANKA_1459300","PBANKA_1459300.1","actin I","protein coding","No","ACT1","actin I"
"PBANKA_1459400","PBANKA_1459400.1","clathrin adaptor domain-containing protein, putative","protein coding","No","N/A","clathrin adaptor domain-containing protein, putative"
"PBANKA_1459500","PBANKA_1459500.1","myosin A-tail interacting protein","protein coding","No","MTIP","myosin A-tail interacting protein"
"PBANKA_1459600","PBANKA_1459600.1","methyltransferase, putative","protein coding","No","N/A","methyltransferase, putative"
"PBANKA_1459700","PBANKA_1459700.1","pre-mRNA-splicing factor CWC26, putative","protein coding","No","BUD13","pre-mRNA-splicing factor CWC26, putative"
"PBANKA_1459800","PBANKA_1459800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1459900","PBANKA_1459900.1","signal recognition particle receptor subunit beta, putative","protein coding","No","SRPRB","signal recognition particle receptor subunit beta, putative"
"PBANKA_1460000","PBANKA_1460000.1","rac-beta serine/threonine protein kinase, putative","protein coding","No","PKB","rac-beta serine/threonine protein kinase, putative"
"PBANKA_1460100","PBANKA_1460100.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1460200","PBANKA_1460200.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1460300","PBANKA_1460300.1","GPI mannosyltransferase 2, putative","protein coding","No","N/A","GPI mannosyltransferase 2, putative"
"PBANKA_1460400","PBANKA_1460400.1","peptidyl-prolyl cis-trans isomerase FKBP35, putative","protein coding","No","FKBP35","peptidyl-prolyl cis-trans isomerase FKBP35, putative"
"PBANKA_1460500","PBANKA_1460500.1","serine/threonine protein kinase, putative","protein coding","No","N/A","serine/threonine protein kinase, putative"
"PBANKA_1460600","PBANKA_1460600.1","uroporphyrinogen-III synthase, putative","protein coding","No","N/A","uroporphyrinogen-III synthase, putative"
"PBANKA_1460700","PBANKA_1460700.1","dipeptidyl aminopeptidase 2","protein coding","No","DPAP2","dipeptidyl aminopeptidase 2"
"PBANKA_1460800","PBANKA_1460800.1","U3 small nucleolar RNA-associated protein 11, putative","protein coding","No","UTP11","U3 small nucleolar RNA-associated protein 11, putative"
"PBANKA_1460900","PBANKA_1460900.1","tRNA-splicing endonuclease, putative","protein coding","No","N/A","tRNA-splicing endonuclease, putative"
"PBANKA_1461000","PBANKA_1461000.1","methyltransferase, putative","protein coding","No","N/A","methyltransferase, putative"
"PBANKA_1461100","PBANKA_1461100.1","pre-mRNA-splicing factor RBM22, putative","protein coding","No","RBM22","pre-mRNA-splicing factor RBM22, putative"
"PBANKA_1461200","PBANKA_1461200.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1461300","PBANKA_1461300.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1461400","PBANKA_1461400.1","bax inhibitor 1, putative","protein coding","No","N/A","bax inhibitor 1, putative"
"PBANKA_1461500","PBANKA_1461500.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1461600","PBANKA_1461600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1461700","PBANKA_1461700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1461800","PBANKA_1461800.1","26S protease regulatory subunit 8, putative","protein coding","No","RPT6","26S protease regulatory subunit 8, putative"
"PBANKA_1461900","PBANKA_1461900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1462000","PBANKA_1462000.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1462100","PBANKA_1462100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1462200","PBANKA_1462200.1","protein phosphatase PPM4","protein coding","No","PPM4","protein phosphatase PPM4"
"PBANKA_1462300","PBANKA_1462300.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1462400","PBANKA_1462400.1","protein CutA, putative","protein coding","No","N/A","protein CutA, putative"
"PBANKA_1462500","PBANKA_1462500.1","leucine-rich repeat protein","protein coding","No","LRR12","leucine-rich repeat protein"
"PBANKA_1462600","PBANKA_1462600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1462700","PBANKA_1462700.1","THO complex subunit 2, putative","protein coding","No","THO2","THO complex subunit 2, putative"
"PBANKA_1462800","PBANKA_1462800.1","ribosomal RNA small subunit methyltransferase A2, putative","protein coding","No","KsgA2","ribosomal RNA small subunit methyltransferase A2, putative"
"PBANKA_1462900","PBANKA_1462900.1","rRNA-processing protein FCF2, putative","protein coding","No","FCF2","rRNA-processing protein FCF2, putative"
"PBANKA_1463000","PBANKA_1463000.1","osmiophilic body protein G377","protein coding","No","G377","osmiophilic body protein G377"
"PBANKA_1463100","PBANKA_1463100.1","CSC1-like protein, putative","protein coding","No","N/A","CSC1-like protein, putative"
"PBANKA_1463200","PBANKA_1463200.1","vacuolar protein sorting-associated protein 26, putative","protein coding","No","VPS26","vacuolar protein sorting-associated protein 26, putative"
"PBANKA_1463300","PBANKA_1463300.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1463400","PBANKA_1463400.1","AP-3 complex subunit sigma, putative","protein coding","No","N/A","AP-3 complex subunit sigma, putative"
"PBANKA_1463500","PBANKA_1463500.1","translation initiation factor eIF-2B subunit beta, putative","protein coding","No","N/A","translation initiation factor eIF-2B subunit beta, putative"
"PBANKA_1463600","PBANKA_1463600.1","transcription initiation factor IIA subunit 2, putative","protein coding","No","N/A","transcription initiation factor IIA subunit 2, putative"
"PBANKA_1463700","PBANKA_1463700.1","DNA repair protein rhp16, putative","protein coding","No","N/A","DNA repair protein rhp16, putative"
"PBANKA_1463800","PBANKA_1463800.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1463900","PBANKA_1463900.1","HSP20-like chaperone, putative","protein coding","No","N/A","HSP20-like chaperone, putative"
"PBANKA_1464000","PBANKA_1464000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1464100","PBANKA_1464100.1","coronin","protein coding","No","N/A","coronin"
"PBANKA_1464200","PBANKA_1464200.1","thymidylate kinase, putative","protein coding","No","TMK","thymidylate kinase, putative"
"PBANKA_1464400","PBANKA_1464400.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1464500","PBANKA_1464500.1","ATP-dependent RNA helicase DRS1, putative","protein coding","No","DRS1","ATP-dependent RNA helicase DRS1, putative"
"PBANKA_1464600","PBANKA_1464600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1464700","PBANKA_1464700.1","tryptophan--tRNA ligase, putative","protein coding","No","aTrpRS","tryptophan--tRNA ligase, putative"
"PBANKA_1464800","PBANKA_1464800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1464841","PBANKA_1464841:tRNA","tRNA Valine","tRNA encoding","No","N/A","tRNA Valine"
"PBANKA_1464861","PBANKA_1464861:tRNA","tRNA Glutamine","tRNA encoding","No","N/A","tRNA Glutamine"
"PBANKA_1464900","PBANKA_1464900.1","rhoptry neck protein 3, putative","protein coding","No","RON3","rhoptry neck protein 3, putative"
"PBANKA_1465000","PBANKA_1465000.1","fam-c protein","protein coding","No","N/A","fam-c protein"
"PBANKA_1465051","PBANKA_1465051.1","Plasmodium exported protein, unknown function","protein coding","No","N/A","Plasmodium exported protein, unknown function"
"PBANKA_1465100","PBANKA_1465100.1","Plasmodium exported protein, unknown function","protein coding","No","N/A","Plasmodium exported protein, unknown function"
"PBANKA_1465200","PBANKA_1465200.1","PIR protein","protein coding","No","N/A","PIR protein"
"PBANKA_1465300","PBANKA_1465300.1","PIR protein, pseudogene","protein coding","Yes","N/A","PIR protein, pseudogene"
"PBANKA_1465400","PBANKA_1465400.1","fam-b protein","protein coding","No","N/A","fam-b protein"
"PBANKA_1465500","PBANKA_1465500.1","PIR protein","protein coding","No","N/A","PIR protein"
"PBANKA_1465600","PBANKA_1465600.1","PIR protein","protein coding","No","N/A","PIR protein"
"PBANKA_1465700","PBANKA_1465700.1","fam-a protein","protein coding","No","N/A","fam-a protein"
"PBANKA_1465800","PBANKA_1465800.1","PIR protein","protein coding","No","N/A","PIR protein"
"PBANKA_1465821","PBANKA_1465821.1","PIR protein","protein coding","No","N/A","PIR protein"
"PBANKA_1465841","PBANKA_1465841.1","fam-b protein","protein coding","No","N/A","fam-b protein"
"PBANKA_1465861","PBANKA_1465861.1","tryptophan-rich protein, pseudogene","protein coding","Yes","N/A","tryptophan-rich protein, pseudogene"
"PBANKA_1465881","PBANKA_1465881.1","PIR protein","protein coding","No","N/A","PIR protein"
"PBANKA_1465921","PBANKA_1465921.1","PIR protein","protein coding","No","N/A","PIR protein"
"PBANKA_1466000","PBANKA_1466000.1","PIR protein","protein coding","No","N/A","PIR protein"
"PBANKA_1466100","PBANKA_1466100.1","PIR protein","protein coding","No","N/A","PIR protein"
"PBANKA_1466121","PBANKA_1466121.1","PIR protein","protein coding","No","N/A","PIR protein"
"PBANKA_1466141","PBANKA_1466141.1","fam-a protein","protein coding","No","N/A","fam-a protein"
"PBANKA_1466161","PBANKA_1466161.1","PIR protein","protein coding","No","N/A","PIR protein"
"PBANKA_1466181","PBANKA_1466181.1","PIR protein, pseudogene","protein coding","Yes","N/A","PIR protein, pseudogene"
"PBANKA_1466201","PBANKA_1466201.1","PIR protein","protein coding","No","N/A","PIR protein"
"PBANKA_1466221","PBANKA_1466221.1","fam-a protein, pseudogene","protein coding","Yes","N/A","fam-a protein, pseudogene"
"PBANKA_1466241","PBANKA_1466241.1","fam-b protein","protein coding","No","N/A","fam-b protein"
"PBANKA_1466261","PBANKA_1466261.1","PIR protein, pseudogene","protein coding","Yes","N/A","PIR protein, pseudogene"
"PBANKA_API00005","PBANKA_API00005.1","tRNA Threonine","tRNA encoding","No","N/A","tRNA Threonine"
"PBANKA_API00011","PBANKA_API00011.1","large subunit ribosomal RNA","rRNA encoding","No","N/A","large subunit ribosomal RNA"
"PBANKA_API00015","PBANKA_API00015.1","tRNA Methionine","tRNA encoding","No","N/A","tRNA Methionine"
"PBANKA_API00021","PBANKA_API00021.1","tRNA Arginine","tRNA encoding","No","N/A","tRNA Arginine"
"PBANKA_API00025","PBANKA_API00025.1","tRNA Valine","tRNA encoding","No","N/A","tRNA Valine"
"PBANKA_API00031","PBANKA_API00031.1","tRNA Arginine","tRNA encoding","No","N/A","tRNA Arginine"
"PBANKA_API00035","PBANKA_API00035.1","tRNA Leucine","tRNA encoding","No","N/A","tRNA Leucine"
"PBANKA_API00041","PBANKA_API00041.1","tRNA Asparagine","tRNA encoding","No","N/A","tRNA Asparagine"
"PBANKA_API00045","PBANKA_API00045.1","tRNA Alanine","tRNA encoding","No","N/A","tRNA Alanine"
"PBANKA_API00051","PBANKA_API00051.1","small subunit ribosomal RNA","rRNA encoding","No","N/A","small subunit ribosomal RNA"
"PBANKA_API00055","PBANKA_API00055.1","small subunit ribosomal RNA","rRNA encoding","No","N/A","small subunit ribosomal RNA"
