feature_symbol,product_description,gene_name,Unique_Core
PBANKA_1437400,"diphthine--ammonia ligase, putative",DPH6,NA
PBANKA_1437800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1437900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1438000,"cAMP-dependent protein kinase regulatory subunit, putative",PKAr,NA
PBANKA_1438100,"nucleus export protein BRR6, putative",null,NA
PBANKA_1438200,"DNA gyrase subunit A, putative",GyrA,NA
PBANKA_1438300,"phospholipid-transporting ATPase, putative",null,NA
PBANKA_1438400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1438500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1438600,vacuolar iron transporter,VIT,NA
PBANKA_1438900,"GTP cyclohydrolase 1, putative",GCH1,NA
PBANKA_1439000,"conserved protein, unknown function",null,NA
PBANKA_1439200,"polyadenylate-binding protein 1, putative",PABP1,NA
PBANKA_1439300,"WD repeat-containing protein, putative",null,NA
PBANKA_1439400,"histone chaperone ASF1, putative",ASF1,NA
PBANKA_1439600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1439700,"conserved protein, unknown function",null,NA
PBANKA_1439800,"splicing factor 3B subunit 6, putative",SF3B6,NA
PBANKA_1439900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1440000,"isoleucine--tRNA ligase, putative",null,NA
PBANKA_1440100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1440300,"rRNA-processing protein, putative",null,NA
PBANKA_1440400,"small subunit rRNA processing factor, putative",null,NA
PBANKA_1440500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1440600,"VAC14 domain-containing protein, putative",null,NA
PBANKA_1440700,"ubiquitin-activating enzyme E1, putative",UBA1,NA
PBANKA_1440800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1441100,"haloacid dehalogenase-like hydrolase, putative",HAD2,NA
PBANKA_1441200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1441300,"heptatricopeptide repeat and RAP domain-containing protein, putative",null,NA
PBANKA_1441400,proliferating cell nuclear antigen 2,PCNA2,NA
PBANKA_1441500,"U3 small nucleolar RNA-interacting protein 2, putative",RRP9,NA
PBANKA_1441600,"ataxin-3, putative",ATX3,NA
PBANKA_1441700,parasitophorous vacuolar protein 2,PV2,NA
PBANKA_1441800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1441900,"DNA helicase 60, putative",DH60,NA
PBANKA_1442000,potassium channel K1,K1,NA
PBANKA_1442100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1442200,protein SOC2,SOC2,NA
PBANKA_1442300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1442500,"elongator complex protein 3, putative",ELP3,NA
PBANKA_1442600,"RNA pseudouridylate synthase, putative",null,NA
PBANKA_1442700,"conserved protein, unknown function",null,NA
PBANKA_1442800,leucine-rich repeat protein,LRR13,NA
PBANKA_1443000,"NIMA related kinase 1, putative",NEK1,NA
PBANKA_1443100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1443200,"RNA pseudouridylate synthase, putative",null,NA
PBANKA_1443300,"merozoite surface protein 9, putative",null,NA
PBANKA_1443400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1443500,"WD repeat-containing protein, putative",null,NA
PBANKA_1443700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1443800,multidrug resistance-associated protein 2,MRP2,NA
PBANKA_1443900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1444000,macrophage migration inhibitory factor,MIF,NA
PBANKA_1444100,"T-complex protein 1 subunit gamma, putative",CCT3,NA
PBANKA_1444200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1444300,"conserved protein, unknown function",null,NA
PBANKA_1444400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1444500,"myosin J, putative",MyoJ,NA
PBANKA_1444600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1444700,"TBC domain-containing protein, putative",null,NA
PBANKA_1444900,"vacuolar transporter chaperone, putative",null,NA
PBANKA_1445100,"ATP-dependent protease subunit ClpQ, putative",ClpQ,NA
PBANKA_1445300,"sun-family protein, putative",null,NA
PBANKA_1445400,protein transport protein SEC13,SEC13,NA
PBANKA_1445500,"pre-mRNA-splicing regulator, putative",null,NA
PBANKA_1445900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1446100,"amino acid transporter, putative",null,NA
PBANKA_1446300,"pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative",PRP2,NA
PBANKA_1446400,"conserved protein, unknown function",null,NA
PBANKA_1446500,"asparagine-rich protein, putative",null,NA
PBANKA_1446600,"WD repeat-containing protein, putative",null,NA
PBANKA_1446700,"phenylalanine--tRNA ligase, putative",null,NA
PBANKA_1446800,"60 kDa chaperonin, putative",CPN60,NA
PBANKA_1446900,"dihydrolipoyl dehydrogenase, mitochondrial, putative",LPD1,NA
PBANKA_1447000,"cytochrome b5, putative",null,NA
PBANKA_1447100,"CWC16 domain-containing protein, putative",null,NA
PBANKA_1447200,"CG2-related protein, putative",null,NA
PBANKA_1447300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1447400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1447600,"nucleotidyltransferase, putative",null,NA
PBANKA_1447700,"elongation factor G, putative",EF-G,NA
PBANKA_1447800,"conserved protein, unknown function",null,NA
PBANKA_1448000,"pentatricopeptide repeat domain-containing protein, putative",null,NA
PBANKA_1448200,"asparagine/aspartate rich protein, putative",null,NA
PBANKA_1448400,"conserved protein, unknown function",null,NA
PBANKA_1448500,"sentrin-specific protease 1, putative",SENP1,NA
PBANKA_1448600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1448700,"bromodomain protein, putative",null,NA
PBANKA_1448800,"helicase, putative",null,NA
PBANKA_1449200,"protein TOC75, putative",TOC75,NA
PBANKA_1449400,"splicing factor 3B subunit 3, putative",SF3B3,NA
PBANKA_1449500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1449600,"PIH1 domain-containing protein, putative",PIH1,NA
PBANKA_1449700,"conserved protein, unknown function",null,NA
PBANKA_1449800,"inorganic pyrophosphatase, putative",VP2,NA
PBANKA_1449900,"CCR4-NOT transcription complex subunit 4, putative",NOT4,NA
PBANKA_1450200,"serine hydroxymethyltransferase, putative",SHMT,NA
PBANKA_1450300,"ATP synthase subunit beta, mitochondrial",ATPbeta,NA
PBANKA_1450500,"pre-mRNA-splicing factor SYF1, putative",XAB2,NA
PBANKA_1450600,"vesicle transport v-SNARE protein VTI1, putative",null,NA
PBANKA_1450800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1450900,"conserved protein, unknown function",null,NA
PBANKA_1451000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1451200,"p25-alpha family protein, putative",null,NA
PBANKA_1451300,"S-adenosyl-methyltransferase, putative",null,NA
PBANKA_1451600,"SUMO-activating enzyme subunit 2, putative",UBA2,NA
PBANKA_1451700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1451800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1452000,"hydrolase, putative",null,NA
PBANKA_1452100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1452200,"periodic tryptophan protein 1, putative",PWP1,NA
PBANKA_1452300,"conserved protein, unknown function",null,NA
PBANKA_1452400,"ubiquitin-like modifier HUB1, putative",HUB1,NA
PBANKA_1452500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1452600,"calcyclin binding protein, putative",null,NA
PBANKA_1452700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1452800,"pre-mRNA-splicing factor CWC22, putative",CWC22,NA
PBANKA_1452900,"conserved protein, unknown function",null,NA
PBANKA_1453000,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1453200,"BTB/POZ domain-containing protein, putative",null,NA
PBANKA_1453300,"acyl-CoA synthetase, putative",ACS11,NA
PBANKA_1453400,protein kinase 2,PK2,NA
PBANKA_1453500,"HD superfamily phosphohydrolase protein, putative",null,NA
PBANKA_1453600,"mitochondrial ribosomal protein L23 precursor, putative",null,NA
PBANKA_1453700,"AP2 domain transcription factor, putative",ApiAP2,NA
PBANKA_1454000,"DNA gyrase subunit B, putative",GyrB,NA
PBANKA_1454100,"ATP-dependent zinc metalloprotease FTSH 1, putative",FTSH1,NA
PBANKA_1454200,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1454300,"vacuolar protein sorting-associated protein 16, putative",VPS16,NA
PBANKA_1454500,"polyadenylation factor subunit 2, putative",PFS2,NA
PBANKA_1454600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1454700,"ribosome-binding factor A, putative",null,NA
PBANKA_1454900,"conserved Plasmodium protein, unknown function",UIS8,NA
PBANKA_1455100,"replication factor C subunit 4, putative",RFC4,NA
PBANKA_1455200,"ATP-dependent RNA helicase DBP9, putative",DBP9,NA
PBANKA_1455300,"tetratricopeptide repeat protein, putative",null,NA
PBANKA_1455500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1455600,"queuine tRNA-ribosyltransferase, putative",TGT,NA
PBANKA_1455700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1455900,"conserved protein, unknown function",null,NA
PBANKA_1456000,"protein farnesyltransferase subunit alpha, putative",null,NA
PBANKA_1456100,"40S ribosomal protein S17, putative",null,NA
PBANKA_1456200,"rab specific GDP dissociation inhibitor, putative",rabGDI,NA
PBANKA_1456300,"mitochondrial import inner membrane translocase subunit TIM13, putative",TIM13,NA
PBANKA_1456400,"SNARE protein, putative",null,NA
PBANKA_1456500,"zinc finger protein, putative",null,NA
PBANKA_1456600,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5, putative",OST5,NA
PBANKA_1456700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1456800,"vacuolar-sorting protein SNF7, putative",SNF7,NA
PBANKA_1456900,"translation initiation factor SUI1, putative",null,NA
PBANKA_1457200,"double C2-like domain-containing protein, putative",DOC2,NA
PBANKA_1457300,"glucose inhibited division protein a homologue, putative",null,NA
PBANKA_1457500,"RNA polymerase II transcription factor B subunit 2, putative",TFB2,NA
PBANKA_1457550,ACEA small nucleolar RNA U3,null,NA
PBANKA_1457600,"RNA-binding protein, putative",null,NA
PBANKA_1457700,"conserved Plasmodium protein, unknown function",PSOP26,NA
PBANKA_1457800,"ADP-ribosylation factor GTPase-activating protein, putative",ARFGAP,NA
PBANKA_1457900,"conserved protein, unknown function",null,NA
PBANKA_1458000,"translation machinery-associated protein 46, putative",null,NA
PBANKA_1458100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1458300,"kinesin-13, putative",null,NA
PBANKA_1458400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1458500,"NEDD8-conjugating enzyme UBC12, putative",UBC12,NA
PBANKA_1458600,"50S ribosomal protein L3, mitochondrial, putative",null,NA
PBANKA_1458700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1458900,"epsin-like protein, putative",EpsL,NA
PBANKA_1459100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1459300,actin I,ACT1,NA
PBANKA_1459400,"clathrin adaptor domain-containing protein, putative",null,NA
PBANKA_1459700,"pre-mRNA-splicing factor CWC26, putative",BUD13,NA
PBANKA_1459800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1459900,"signal recognition particle receptor subunit beta, putative",SRPRB,NA
PBANKA_1460000,"rac-beta serine/threonine protein kinase, putative",PKB,NA
PBANKA_1460100,"conserved protein, unknown function",null,NA
PBANKA_1460200,"conserved protein, unknown function",null,NA
PBANKA_1460400,"peptidyl-prolyl cis-trans isomerase FKBP35, putative",FKBP35,NA
PBANKA_1460600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1460800,"U3 small nucleolar RNA-associated protein 11, putative",UTP11,NA
PBANKA_1461000,"methyltransferase, putative",null,NA
PBANKA_1461100,"pre-mRNA-splicing factor RBM22, putative",RBM22,NA
PBANKA_1461200,"conserved protein, unknown function",null,NA
PBANKA_1461400,"bax inhibitor 1, putative",null,NA
PBANKA_1461500,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1461600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1461700,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1461800,"26S protease regulatory subunit 8, putative",RPT6,NA
PBANKA_1461900,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1462000,"conserved protein, unknown function",null,NA
PBANKA_1462100,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1462200,protein phosphatase PPM4,PPM4,NA
PBANKA_1462300,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1462400,"protein CutA, putative",null,NA
PBANKA_1462500,leucine-rich repeat protein,LRR12,NA
PBANKA_1462700,"THO complex subunit 2, putative",THO2,NA
PBANKA_1462800,"ribosomal RNA small subunit methyltransferase A2, putative",KsgA2,NA
PBANKA_1462900,"rRNA-processing protein FCF2, putative",FCF2,NA
PBANKA_1463100,"CSC1-like protein, putative",null,NA
PBANKA_1463400,"AP-3 complex subunit sigma, putative",null,NA
PBANKA_1463500,"translation initiation factor eIF-2B subunit beta, putative",null,NA
PBANKA_1463800,"conserved protein, unknown function",null,NA
PBANKA_1464100,coronin,null,NA
PBANKA_1464200,"thymidylate kinase, putative",TMK,NA
PBANKA_1464400,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1464500,"ATP-dependent RNA helicase DRS1, putative",DRS1,NA
PBANKA_1464600,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1464700,"tryptophan--tRNA ligase, putative",aTrpRS,NA
PBANKA_1464800,"conserved Plasmodium protein, unknown function",null,NA
PBANKA_1464841:tRNA,tRNA Valine,null,NA
PBANKA_1464861:tRNA,tRNA Glutamine,null,NA
PBANKA_1464900,"rhoptry neck protein 3, putative",RON3,NA
PBANKA_1465000,fam-c protein,null,NA
PBANKA_1465051,"Plasmodium exported protein, unknown function",null,NA
PBANKA_1465100,"Plasmodium exported protein, unknown function",null,NA
PBANKA_1465200,PIR protein,null,NA
PBANKA_1465300,"PIR protein, pseudogene",null,NA
PBANKA_1465400,fam-b protein,null,NA
PBANKA_1465500,PIR protein,null,NA
PBANKA_1465600,PIR protein,null,NA
PBANKA_1465700,fam-a protein,null,NA
PBANKA_1465800,PIR protein,null,NA
PBANKA_1465821,PIR protein,null,NA
PBANKA_1465841,fam-b protein,null,NA
PBANKA_1465861,"tryptophan-rich protein, pseudogene",null,NA
PBANKA_1465881,PIR protein,null,NA
PBANKA_1466000,PIR protein,null,NA
PBANKA_1466100,PIR protein,null,NA
PBANKA_1466121,PIR protein,null,NA
PBANKA_1466141,fam-a protein,null,NA
PBANKA_1466161,PIR protein,null,NA
PBANKA_1466181,"PIR protein, pseudogene",null,NA
PBANKA_1466201,PIR protein,null,NA
PBANKA_1466241,fam-b protein,null,NA
PBANKA_1466261,"PIR protein, pseudogene",null,NA
PBANKA_API00011,large subunit ribosomal RNA,null,NA
PBANKA_API00015,tRNA Methionine,null,NA
PBANKA_API00051,small subunit ribosomal RNA,null,NA
PBANKA_API00095,large subunit ribosomal RNA,null,NA
PBANKA_API00120,"FeS cluster assembly protein SufB, putative",sufB,NA
PBANKA_API00150,"DNA-directed RNA polymerase subunit beta, putative",rpoB,NA
PBANKA_API00160,"DNA-directed RNA polymerase subunit beta', putative",rpoC1,NA
PBANKA_API00170,"DNA-directed RNA polymerase subunit beta'', putative",rpoC2,NA
PBANKA_API00206,"chaperone protein ClpM, putative",ClpM,NA
PBANKA_API00280,"elongation factor Tu, putative",TUFA,NA
PBANKA_API00290,apicoplast ribosomal protein S7,rps7,NA
PBANKA_API00300,apicoplast ribosomal protein S12,rps12,NA
PBANKA_API00304,apicoplast ribosomal protein S11,rps11,NA
PBANKA_API00310,apicoplast ribosomal protein L36,rpl36,NA
PBANKA_API00320,"probable protein, unknown function",ORF91,NA
PBANKA_API00330,apicoplast ribosomal protein S5,rps5,NA
PBANKA_API00360,apicoplast ribosomal protein L14,rpl14,NA
PBANKA_API00370,apicoplast ribosomal protein S17,RPS17,NA
PBANKA_API00380,apicoplast ribosomal protein L16,rpl16,NA
PBANKA_API00390,"ribosomal protein S3, putative",rps3,NA
PBANKA_API00410,apicoplast ribosomal protein L2,RPL2,NA
PBANKA_API00430,"50S ribosomal protein L4, putative",rpl4,NA
PBANKA_API00441:tRNA,tRNA Proline,null,NA
PBANKA_API00443:tRNA,tRNA Lysine,null,NA
PBANKA_API00449,unspecified product,null,NA
PBANKA_API02900,tRNA Serine,null,NA
PBANKA_MIT00200:rRNA,unspecified product,null,NA
PBANKA_MIT00300:rRNA,unspecified product,null,NA
PBANKA_MIT00400:rRNA,unspecified product,null,NA
PBANKA_MIT00600:rRNA,unspecified product,null,NA
PBANKA_MIT00700:rRNA,unspecified product,null,NA
PBANKA_MIT00800:rRNA,unspecified product,rRNA1,NA
PBANKA_MIT01000:rRNA,unspecified product,null,NA
PBANKA_MIT01100,cytochrome c oxidase subunit 3,COX3,NA
PBANKA_MIT01200:rRNA,unspecified product,LSUF,NA
PBANKA_MIT01300:rRNA,unspecified product,SSUE,NA
PBANKA_MIT01400:rRNA,unspecified product,RNA2,NA
PBANKA_MIT01500:rRNA,unspecified product,null,NA
