P. berghei current ID,P. berghei previous ID,P. falciparum ID,Name,Product,Phenotype,Relative growth rate,Confidence,Expected variance,RGR CI low,RGR CI high,Times analysed,Construct
PBANKA_1403200,PBANKA_140320,PF3D7_1304700,,"cyclin, putative",Essential,0.18,4.2,0.016,-0.07,0.43,3,PbGEM-256763
PBANKA_1403300,PBANKA_140330,,NIF1,NLI interacting factor-like phosphatase,Slow,0.66,3.7,0.024,0.35,0.97,2,PbGEM-339403
PBANKA_1403400,PBANKA_140340,PF3D7_1304900,RPB11,"DNA-directed RNA polymerase II subunit RPB11, putative",Essential,0.11,4.5,0.012,-0.1,0.33,2,PbGEM-062743
PBANKA_1403500,PBANKA_140350,PF3D7_1305000,,"conserved Plasmodium protein, unknown function",Essential,0.08,5.3,0.005,-0.06,0.22,2,PbGEM-339411
PBANKA_1403700,PBANKA_140370,PF3D7_1305200,ApiAP2,"transcription factor with AP2 domain(s), putative",Essential,0.09,6.6,0.001,0.02,0.16,2,"PbGEM-062791,PbGEM-339419"
PBANKA_1403900,PBANKA_140390,PF3D7_1305400,,"AAR2 protein, putative",Essential,0.04,6.7,0.001,-0.03,0.11,2,PbGEM-339435
PBANKA_1404000,PBANKA_140400,PF3D7_1305500,MKP1,"mitogen-activated protein kinase phosphatase 1, putative",Dispensable,1,6,0.003,0.89,1.1,1,PbGEM-264076
PBANKA_1404100,PBANKA_140410,PF3D7_1305600,,"membrane integral peptidase, M50 family, putative",Slow,0.77,6.3,0.002,0.68,0.85,1,PbGEM-062848
PBANKA_1404300,PBANKA_140430,PF3D7_1305800,,"conserved Plasmodium protein, unknown function",Dispensable,1.03,5.2,0.005,0.88,1.17,1,PbGEM-339443
PBANKA_1404400,PBANKA_140440,PF3D7_1305900,,"conserved Plasmodium protein, unknown function",Dispensable,1.05,5.8,0.003,0.94,1.16,1,PbGEM-339451
PBANKA_1404500,PBANKA_140450,PF3D7_1306000,,"conserved Plasmodium protein, unknown function",Slow,0.94,7.2,0.001,0.88,0.99,1,PbGEM-318995
PBANKA_1404600,PBANKA_140460,PF3D7_1306100,,"conserved Plasmodium protein, unknown function",Essential,0.07,6.5,0.001,0,0.15,2,PbGEM-537075
PBANKA_1404700,PBANKA_140470,PF3D7_1306200,,"conserved Plasmodium protein, unknown function",Essential,0.18,5.8,0.003,0.06,0.29,2,PbGEM-339459
PBANKA_1404800,PBANKA_140480,PF3D7_1306300,,"SAM dependent methyltransferase, putative",Dispensable,0.92,5.9,0.003,0.82,1.03,1,PbGEM-109406
PBANKA_1404900,PBANKA_140490,PF3D7_1306400,RPT4,"26S protease regulatory subunit 10B, putative",Essential,0.18,4.3,0.013,-0.05,0.41,2,PbGEM-062962
PBANKA_1405000,PBANKA_140500,PF3D7_1306500,,"conserved Plasmodium protein, unknown function",Dispensable,1,5.5,0.004,0.87,1.13,1,PbGEM-062978
PBANKA_1405100,PBANKA_140510,PF3D7_1306600,,"V-type proton ATPase subunit H, putative",Essential,0.1,1,0.584,-1.25,1.81,2,PbGEM-062994
PBANKA_1405200,PBANKA_140520,PF3D7_1306700,,"conserved Plasmodium protein, unknown function",Dispensable,1.05,5.3,0.005,0.91,1.2,1,PbGEM-319091
PBANKA_1405300,PBANKA_140530,PF3D7_1306800,,"RED-like protein, putative",Essential,0.07,5.3,0.005,-0.07,0.21,2,PbGEM-319107
PBANKA_1405400,PBANKA_140540,PF3D7_1306900,SNRPA,"U1 small nuclear ribonucleoprotein A, putative",Essential,0.18,3.9,0.02,-0.11,0.46,2,PbGEM-319131
PBANKA_1405500,PBANKA_140550,PF3D7_1307000,RRP40,"exosome complex component RRP40, putative",Essential,0.1,1,0.099,-0.03,1.23,2,PbGEM-109462
PBANKA_1405600,PBANKA_140560,PF3D7_1307100,,"U3 small nucleolar RNA-associated protein 6, putative",Essential,0.12,6.4,0.002,0.04,0.2,2,PbGEM-319171
PBANKA_1405700,PBANKA_140570,PF3D7_1307200,,"DnaJ protein, putative",Essential,0.06,6.5,0.001,-0.01,0.14,2,PbGEM-319187
PBANKA_1405800,PBANKA_140580,PF3D7_1307300,DBP6,"ATP-dependent RNA helicase DBP6, putative",Essential,0.05,8.1,0,0.02,0.09,3,PbGEM-252667
PBANKA_1406100,PBANKA_140610,PF3D7_1307600,,"DNA-directed RNA polymerase alpha chain, putative",Essential,0.17,4.1,0.016,-0.09,0.42,2,PbGEM-063126
PBANKA_1406600,PBANKA_140660,PF3D7_1308100,,"CCAAT-binding transcription factor, putative",Dispensable,0.98,6.1,0.002,0.89,1.08,1,PbGEM-339507
PBANKA_1406700,PBANKA_140670,PF3D7_1308200,CPSII,"carbamoyl phosphate synthetase, putative",Essential,0.1,1,0.128,-0.11,1.32,2,PbGEM-063222
PBANKA_1406800,PBANKA_140680,PF3D7_1308300,RPS27,"40S ribosomal protein S27, putative",Essential,0.03,7.1,0.001,-0.03,0.09,2,PbGEM-319387
PBANKA_1406900,PBANKA_140690,PF3D7_1308400,,"conserved Plasmodium protein, unknown function",Essential,0.08,6.1,0.002,-0.01,0.18,2,PbGEM-339523
PBANKA_1407000,PBANKA_140700,PF3D7_1308500,,"conserved Plasmodium protein, unknown function",Dispensable,0.68,3.5,0.031,0.33,1.03,2,PbGEM-537083
PBANKA_1407800,PBANKA_140780,PF3D7_1309300,PRPF3,"U4/U6 small nuclear ribonucleoprotein PRP3, putative",Essential,0.05,7.3,0.001,0,0.1,2,PbGEM-319523
PBANKA_1407900,PBANKA_140790,PF3D7_1309400,,"HORMA domain protein, putative",Dispensable,0.94,5.4,0.005,0.81,1.08,2,PbGEM-109573
PBANKA_1408000,PBANKA_140800,PF3D7_1309500,GAR1,"H/ACA ribonucleoprotein complex subunit 1, putative",Essential,0.08,5.2,0.006,-0.07,0.23,2,PbGEM-343228
PBANKA_1408100,PBANKA_140810,PF3D7_1309600,,"ribosomal RNA methyltransferase, putative",Essential,0.14,5.7,0.003,0.02,0.25,2,PbGEM-109598
PBANKA_1408200,PBANKA_140820,PF3D7_1309700,VPS18,"vacuolar protein sorting-associated protein 18, putative",Essential,0.08,7.9,0,0.04,0.11,2,PbGEM-063455
PBANKA_1408300,PBANKA_140830,PF3D7_1309800,,"conserved Plasmodium protein, unknown function",Essential,0.1,6.7,0.001,0.03,0.17,2,PbGEM-319539
PBANKA_1408400,PBANKA_140840,PF3D7_1309900,,"conserved Plasmodium protein, unknown function",Essential,0.15,7,0.001,0.09,0.21,2,PbGEM-319555
PBANKA_1408600,PBANKA_140860,PF3D7_1310100,,"conserved Plasmodium protein, unknown function",Dispensable,1.08,5,0.007,0.92,1.24,2,PbGEM-319595
PBANKA_1408900,PBANKA_140890,PF3D7_1310400,,"conserved Plasmodium protein, unknown function",Slow,0.69,4.5,0.012,0.47,0.9,2,PbGEM-339579
PBANKA_1409000,PBANKA_140900,PF3D7_1310500,,"conserved protein, unknown function",Dispensable,0.94,5.7,0.004,0.82,1.06,1,PbGEM-319691
PBANKA_1409100,PBANKA_140910,PF3D7_1310600,RAB5b,"ras-related protein Rab-5B, putative",Essential,0.23,4.4,0.013,0,0.45,2,PbGEM-109737
PBANKA_1409200,PBANKA_140920,PF3D7_1310700,,"RNA-binding protein, putative",Dispensable,1.06,6.3,0.002,0.97,1.15,2,PbGEM-319715
PBANKA_1409400,PBANKA_140940,PF3D7_1310900,,"mitochondrial ribosomal protein S15 precursor, putative",Slow,0.24,5.6,0.004,0.12,0.36,2,PbGEM-319771
PBANKA_1409500,PBANKA_140950,PF3D7_1311000,ISD11,"protein ISD11, putative",Essential,0.12,5.3,0.005,-0.03,0.26,2,PbGEM-537099
PBANKA_1409600,PBANKA_140960,PF3D7_1311100,,"meiosis-specific nuclear structural protein 1, putative",Dispensable,1.02,7.3,0.001,0.97,1.07,1,PbGEM-319803
PBANKA_1409700,PBANKA_140970,PF3D7_1311200,,"alternative splicing regulator, putative",Essential,0.09,4.8,0.008,-0.09,0.27,2,PbGEM-339603
PBANKA_1409800,PBANKA_140980,PF3D7_1311300,,"ATP synthase subunit gamma, mitochondrial, putative",Slow,0.85,5.4,0.004,0.72,0.99,1,PbGEM-109800
PBANKA_1409900,PBANKA_140990,PF3D7_1311400,AP1M1,"AP-1 complex subunit mu-1, putative",Essential,0.07,4.5,0.011,-0.14,0.28,2,PbGEM-253974
PBANKA_1410000,PBANKA_141000,PF3D7_1311500,RPT1,"26S protease regulatory subunit 7, putative",Essential,0.1,1,Inf,NA,NA,2,PbGEM-343236
PBANKA_1410100,PBANKA_141010,PF3D7_1311600,,"conserved Plasmodium protein, unknown function",Essential,0.1,6.3,0.002,0.01,0.18,2,PbGEM-339627
PBANKA_1410200,PBANKA_141020,PF3D7_1311700,,"cytochrome c2 precursor,putative",Dispensable,1.04,5.8,0.003,0.93,1.15,1,PbGEM-343244
PBANKA_1410300,PBANKA_141030,PF3D7_1311800,M1AAP,"M1-family alanyl aminopeptidase, putative",Essential,0.32,3.2,0.039,-0.08,0.72,3,PbGEM-109859
PBANKA_1410400,PBANKA_141040,PF3D7_1311900,,"V-type proton ATPase catalytic subunit A, putative",Essential,0.06,7.3,0.001,0.01,0.11,2,PbGEM-537107
PBANKA_1410500,PBANKA_141050,PF3D7_1312000,,"malonyl CoA-acyl carrier protein transacylase precursor, putative",Dispensable,0.91,5.2,0.005,0.76,1.05,2,PbGEM-063795
PBANKA_1410600,PBANKA_141060,PF3D7_1312100,,"conserved Plasmodium protein, unknown function",Slow,0.74,5.8,0.003,0.63,0.85,1,PbGEM-339643
PBANKA_1410700,PBANKA_141070,PF3D7_1312200,,"conserved Plasmodium protein, unknown function",Essential,0.08,7.8,0,0.04,0.12,2,PbGEM-319915
PBANKA_1410900,PBANKA_141090,PF3D7_1312400,IF2a,"translation initiation factor IF-2, putative",Essential,0.11,6.6,0.001,0.03,0.18,3,PbGEM-254268
PBANKA_1411100,PBANKA_141110,PF3D7_1312600,BCKDHA,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",Slow,0.55,6.4,0.002,0.47,0.63,2,PbGEM-319971
PBANKA_1411200,PBANKA_141120,PF3D7_1312800,,"conserved Plasmodium protein, unknown function",Slow,0.22,6.4,0.002,0.13,0.3,2,PbGEM-319995
PBANKA_1411300,PBANKA_141130,PF3D7_1312900,EIF4G,"eukaryotic translation initation factor 4 gamma, putative",Essential,0.14,4.9,0.007,-0.03,0.31,2,PbGEM-254414
PBANKA_1411800,PBANKA_141180,PF3D7_1313400,,"DEAD box helicase, putative",Essential,0.07,4.9,0.008,-0.11,0.24,2,PbGEM-254469
PBANKA_1412000,PBANKA_141200,PF3D7_1313600,,"conserved Plasmodium protein, unknown function",Essential,0.07,6.5,0.001,-0.01,0.14,3,PbGEM-339691
PBANKA_1412300,PBANKA_141230,PF3D7_1313900,,"conserved Plasmodium protein, unknown function",Dispensable,1.04,5.8,0.003,0.93,1.14,1,PbGEM-320083
PBANKA_1412400,PBANKA_141240,PF3D7_1314000,,"conserved Plasmodium protein, unknown function",Essential,0.01,8,0,-0.02,0.05,2,PbGEM-320099
PBANKA_1412500,PBANKA_141250,PF3D7_1314100,,"conserved Plasmodium protein, unknown function",Essential,0.13,4.8,0.008,-0.05,0.31,2,PbGEM-339707
PBANKA_1413000,PBANKA_141300,PF3D7_1314500,,"cop-coated vesicle membrane protein p24 precursor, putative",Dispensable,0.95,7,0.001,0.89,1.01,1,PbGEM-254861
PBANKA_1413100,PBANKA_141310,PF3D7_1314600,LipL1,lipoate-protein ligase 1,Essential,0.03,8.3,0,0,0.07,2,PbGEM-064078
PBANKA_1413300,PBANKA_141330,PF3D7_1314800,,"ubiquitin-like protein, putative",Dispensable,1.02,5.9,0.003,0.92,1.13,1,PbGEM-264796
PBANKA_1413400,PBANKA_141340,PF3D7_1314900,P44,"general transcription factor IIH subunit 2, putative",Essential,0.04,6.5,0.002,-0.04,0.12,2,PbGEM-539299
PBANKA_1413500,PBANKA_141350,PF3D7_1315000,,"conserved Plasmodium protein, unknown function",Essential,0.03,7.1,0.001,-0.03,0.08,2,PbGEM-320179
PBANKA_1413600,PBANKA_141360,PF3D7_1315100,,"serine/threonine protein kinase, putative",Dispensable,1.02,6.8,0.001,0.95,1.09,1,PbGEM-064151
PBANKA_1413800,PBANKA_141380,PF3D7_1315300,,"conserved Plasmodium protein, unknown function",Essential,0.12,5.1,0.006,-0.03,0.27,3,PbGEM-320219
PBANKA_1414400,PBANKA_141440,PF3D7_1315900,,"exportin-1, putative",Slow,0.81,5.3,0.005,0.66,0.95,2,PbGEM-320323
PBANKA_1414500,PBANKA_141450,PF3D7_1316000,,"protein kinase, putative",Dispensable,0.98,8,0,0.94,1.02,4,PbGEM-111842
PBANKA_1414600,PBANKA_141460,PF3D7_1316100,IPK2,"inositol polyphosphate kinase, putative",Dispensable,0.99,6.2,0.002,0.9,1.08,1,PbGEM-064297
PBANKA_1414700,PBANKA_141470,PF3D7_1316200,,"ADP-ribosylation factor, putative",Dispensable,0.96,7.5,0.001,0.91,1.01,1,PbGEM-343260
PBANKA_1415100,PBANKA_141510,PF3D7_1316600,CCT,choline-phosphate cytidylyltransferase,Essential,0.2,4,0.018,-0.07,0.46,2,PbGEM-110144
PBANKA_1415300,PBANKA_141530,PF3D7_1316800,SEC20,"protein transport protein SEC20, putative",Essential,0.11,4.7,0.009,-0.08,0.3,2,PbGEM-320379
PBANKA_1415400,PBANKA_141540,PF3D7_1316900,,"conserved Plasmodium protein, unknown function",Essential,0.15,5.5,0.004,0.02,0.28,2,PbGEM-110157
PBANKA_1415600,PBANKA_141560,PF3D7_1317100,MCM4,"DNA replication licensing factor MCM4, putative",Essential,0.1,1,Inf,NA,NA,1,PbGEM-264932
PBANKA_1415800,PBANKA_141580,PF3D7_1317300,,"conserved Plasmodium protein, unknown function",Essential,0.05,5.8,0.003,-0.06,0.17,1,PbGEM-537147
PBANKA_1415900,PBANKA_141590,PF3D7_1317400,,"conserved Plasmodium protein, unknown function",Dispensable,0.85,5,0.007,0.69,1.02,1,PbGEM-320435
PBANKA_1416100,PBANKA_141610,PF3D7_1317600,,"conserved Plasmodium protein, unknown function",Essential,0.09,6.7,0.001,0.03,0.16,1,PbGEM-537155
PBANKA_1416200,PBANKA_141620,PF3D7_1317700,,"conserved Plasmodium protein, unknown function",Essential,0.1,1,0.115,-0.06,1.29,1,PbGEM-537163
PBANKA_1416400,PBANKA_141640,PF3D7_1317900,,"conserved Plasmodium protein, unknown function",Slow,0.23,5.6,0.004,0.11,0.35,2,PbGEM-339771
PBANKA_1416600,PBANKA_141660,PF3D7_1318100,,"ferredoxin, putative",Essential,0.1,4.2,0.015,-0.14,0.35,1,PbGEM-265372
PBANKA_1417000,PBANKA_141700,PF3D7_1318500,,"conserved Plasmodium protein, unknown function",Dispensable,1.1,4.7,0.009,0.91,1.29,1,PbGEM-320627
PBANKA_1417300,PBANKA_141730,PF3D7_1318800,SEC63,"translocation protein SEC63, putative",Essential,0.1,5.1,0.006,-0.06,0.26,2,PbGEM-320667
PBANKA_1417700,PBANKA_141770,PF3D7_1319200,,"conserved Plasmodium protein, unknown function",Dispensable,0.87,4.5,0.011,0.66,1.07,1,PbGEM-537195
PBANKA_1417800,PBANKA_141780,PF3D7_1319300,,"N2,N2-dimethylguanosine tRNA methyltransferase, putative",Slow,0.55,3.8,0.023,0.25,0.86,2,PbGEM-343268
PBANKA_1417900,PBANKA_141790,PF3D7_1319400,,"conserved Plasmodium protein, unknown function",Essential,0.07,6.7,0.001,0,0.13,2,PbGEM-339803
PBANKA_1418000,PBANKA_141800,PF3D7_1319500,,"conserved Plasmodium protein, unknown function",Essential,0.13,5.9,0.003,0.03,0.23,2,PbGEM-320763
PBANKA_1418100,PBANKA_141810,PF3D7_1319600,,"conserved Plasmodium protein, unknown function",Dispensable,0.99,4.9,0.008,0.82,1.17,2,PbGEM-064794
PBANKA_1418400,PBANKA_141840,PF3D7_1320100,,"ATP-dependent Clp protease adaptor protein ClpS, putative",Essential,0.07,4.5,0.011,-0.14,0.28,2,PbGEM-343276
PBANKA_1418500,PBANKA_141850,PF3D7_1320200,,"TBC domain protein, putative",Dispensable,1.05,5.2,0.006,0.9,1.2,1,PbGEM-320835
PBANKA_1418600,PBANKA_141860,PF3D7_1320300,,"conserved Plasmodium protein, unknown function",Dispensable,1.03,5.2,0.006,0.88,1.18,1,PbGEM-339827
PBANKA_1419100,PBANKA_141910,PF3D7_1320800,,"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, putative",Dispensable,1,5.8,0.003,0.89,1.11,2,PbGEM-110413
PBANKA_1419300,PBANKA_141930,PF3D7_1321000,,"conserved Plasmodium protein, unknown function",Dispensable,0.85,4.5,0.011,0.64,1.06,1,PbGEM-064944
PBANKA_1419700,PBANKA_141970,PF3D7_1321400,DHHC8,"palmitoyltransferase, putative",Essential,0.19,5.1,0.006,0.03,0.35,2,PbGEM-339851
PBANKA_1419800,PBANKA_141980,PF3D7_1321500.1,,"3',5'-cyclic nucleotide phosphodiesterase, putative",Essential,0.07,5,0.007,-0.09,0.24,4,"PbGEM-256665,PbGEM-320963"
PBANKA_1420000,PBANKA_142000,PF3D7_0713400,,"conserved Plasmodium protein, unknown function",Essential,0.16,4.9,0.007,-0.01,0.33,2,PbGEM-320979
PBANKA_1420200,PBANKA_142020,PF3D7_0713600,,"mitochondrial ribosomal protein S5 precursor, putative",Essential,0.09,6.9,0.001,0.02,0.15,2,PbGEM-339859
PBANKA_1420300,PBANKA_142030,PF3D7_0713700,,"conserved Plasmodium protein, unknown function",Essential,0.1,1,Inf,NA,NA,2,PbGEM-339867
PBANKA_1420400,PBANKA_142040,PF3D7_0713800,NELFA,"negative elongation factor A, putative",Slow,0.87,7.1,0.001,0.81,0.92,2,PbGEM-321059
PBANKA_1420500,PBANKA_142050,PF3D7_0713900,,"conserved Plasmodium protein, unknown function",Essential,0.09,5.8,0.003,-0.02,0.2,2,PbGEM-339875
PBANKA_1420600,PBANKA_142060,PF3D7_0714000,H2B.Z,"histone H2B variant, putative",Essential,0.1,1,0.144,-0.47,1.05,2,PbGEM-256860
PBANKA_1420800,PBANKA_142080,PF3D7_0714200,,"conserved Plasmodium protein, unknown function",Essential,0.16,6,0.003,0.06,0.27,2,PbGEM-339899
PBANKA_1420900,PBANKA_142090,PF3D7_0714300,DHHC4,"palmitoyltransferase, putative",Essential,0.33,3.2,0.039,-0.06,0.73,2,PbGEM-065186
PBANKA_1421100,PBANKA_142110,PF3D7_0714500,,"transcription elongation factor s-II, putative",Essential,0.13,6.5,0.002,0.05,0.2,3,PbGEM-256982
PBANKA_1421200,PBANKA_142120,PF3D7_0714600,,"conserved Plasmodium protein, unknown function",Slow,0.23,6.5,0.002,0.15,0.31,2,PbGEM-321139
PBANKA_1421500,PBANKA_142150,,,"conserved Plasmodium protein, unknown function",Dispensable,0.92,5.4,0.005,0.78,1.05,1,PbGEM-257060
PBANKA_1421600,PBANKA_142160,PF3D7_0715300,,"calcium/calmodulin-dependent protein kinase, putative",Dispensable,1,7.6,0.001,0.95,1.04,4,"PbGEM-110533,PbGEM-065291"
PBANKA_1421900,PBANKA_142190,PF3D7_0715600,,"GTP-binding translation elongation factor, putative",Essential,0.18,5,0.007,0.01,0.35,2,PbGEM-257157
PBANKA_1422100,PBANKA_142210,PF3D7_0715800,,"drug metabolite transporter, putative",Dispensable,0.89,5.3,0.005,0.75,1.03,2,PbGEM-321267
PBANKA_1422200,PBANKA_142220,PF3D7_0715900,,"zinc transporter, putative",Dispensable,0.98,6.5,0.002,0.9,1.06,2,PbGEM-065359
PBANKA_1422400,PBANKA_142240,PF3D7_0815200,,"importin beta, putative",Essential,0.11,2.1,0.127,-0.6,0.82,2,PbGEM-257277
PBANKA_1422500,PBANKA_142250,PF3D7_0815100,,"RAP protein, putative",Essential,0.06,8,0,0.03,0.1,1,PbGEM-539331
PBANKA_1422700,PBANKA_142270,PF3D7_0814900,FeSOD,"superoxide dismutase [Fe], putative",Slow,0.82,5.7,0.003,0.71,0.94,1,PbGEM-065418
PBANKA_1422800,PBANKA_142280,PF3D7_0814700,,"conserved Plasmodium protein, unknown function",Dispensable,1.02,6.2,0.002,0.93,1.12,1,PbGEM-539339
PBANKA_1423100,PBANKA_142310,PF3D7_0814400,,"phospholipase, putative",Slow,0.92,7.3,0.001,0.87,0.98,2,PbGEM-065482
PBANKA_1423200,PBANKA_142320,PF3D7_0814300,,"ATPase, putative",Insufficient data,NA,0.1,Inf,NA,NA,1,PbGEM-257439
PBANKA_1423400,PBANKA_142340,PF3D7_0814100,,"conserved Plasmodium protein, unknown function",Essential,0.12,5.2,0.005,-0.02,0.27,2,PbGEM-339947
PBANKA_1423600,PBANKA_142360,PF3D7_0813900,,"40S ribosomal protein S16, putative",Essential,0.05,6.6,0.001,-0.02,0.12,2,PbGEM-339955
PBANKA_1423700,PBANKA_142370,PF3D7_0813800,GMD,"GDP-mannose 4,6-dehydratase, putative",Dispensable,1.01,5.7,0.003,0.89,1.13,1,PbGEM-065557
PBANKA_1423800,PBANKA_142380,PF3D7_0813700,ABCF1,"ABC transporter F family member 1, putative",Essential,0.07,6.7,0.001,0,0.14,3,"PbGEM-065573,PbGEM-321395"
PBANKA_1424200,PBANKA_142420,PF3D7_0813400,,"conserved Plasmodium protein, unknown function",Essential,0.18,4.7,0.009,-0.01,0.36,2,PbGEM-321451
PBANKA_1425100,PBANKA_142510,PF3D7_0812400,KARalpha,"karyopherin alpha, putative",Essential,0.37,3.3,0.037,-0.01,0.76,2,PbGEM-264580
PBANKA_1425200,PBANKA_142520,PF3D7_0812300,SSP3,"sporozoite surface protein 3, putative",Dispensable,0.92,4.8,0.009,0.74,1.11,1,PbGEM-321587
PBANKA_1425300,PBANKA_142530,,,"trypsin-like serine protease, putative",Dispensable,1,6.8,0.001,0.93,1.06,1,PbGEM-343316
PBANKA_1425400,PBANKA_142540,PF3D7_0812100,,"conserved Plasmodium protein, unknown function",Dispensable,0.96,3.2,0.04,0.56,1.36,2,PbGEM-321611
PBANKA_1425700,PBANKA_142570,PF3D7_0811800,,"conserved Plasmodium protein, unknown function",Essential,0.1,7.4,0.001,0.05,0.15,2,PbGEM-321643
PBANKA_1425800,PBANKA_142580,PF3D7_0811700,,"conserved Plasmodium protein, unknown function",Dispensable,0.97,4.5,0.011,0.77,1.18,2,PbGEM-321659
PBANKA_1425900,PBANKA_142590,PF3D7_0811600,,"conserved Plasmodium protein, unknown function",Slow,0.33,5.6,0.004,0.21,0.45,2,PbGEM-065839
PBANKA_1426000,PBANKA_142600,PF3D7_0811500,CARM1,"histone-arginine methyltransferase CARM1, putative",Slow,0.84,5.9,0.003,0.74,0.95,2,PbGEM-253924
PBANKA_1426100,PBANKA_142610,PF3D7_0811400,,"conserved protein, unknown function",Dispensable,1.01,5.7,0.003,0.89,1.12,2,PbGEM-321675
PBANKA_1426200,PBANKA_142620,PF3D7_0811300,CAF1,"CCR4-associated factor 1, putative",Essential,0.33,3.6,0.028,0,0.67,2,PbGEM-110863
PBANKA_1426300,PBANKA_142630,PF3D7_0811200,EMC1,"ER membrane protein complex subunit 1, putative",Essential,0.13,4.3,0.013,-0.1,0.36,2,PbGEM-321691
PBANKA_1426400,PBANKA_142640,PF3D7_0811100,,"mitochondrial carrier protein, putative",Slow,0.34,7.8,0,0.3,0.38,3,PbGEM-254102
PBANKA_1426500,PBANKA_142650,PF3D7_0811000,CUL1,"cullin-1, putative",Essential,0.31,3.9,0.02,0.03,0.59,3,PbGEM-254121
PBANKA_1426700,PBANKA_142670,PF3D7_0810800,PPPK-DHPS,"hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase, putative",Essential,0.1,1,0.069,0.06,1.11,2,PbGEM-065967
PBANKA_1426800,PBANKA_142680,PF3D7_0810700,,"conserved Plasmodium protein, unknown function",Essential,0.03,6.2,0.002,-0.06,0.12,1,PbGEM-537283
PBANKA_1426900,PBANKA_142690,PF3D7_0810600,DBP1,"ATP-dependent RNA helicase DBP1, putative",Slow,0.72,5.1,0.006,0.56,0.88,2,PbGEM-254316
PBANKA_1427000,PBANKA_142700,PF3D7_0810500,PPM7,protein phosphatase PPM7,Dispensable,1.02,5.5,0.004,0.89,1.15,1,PbGEM-066015
PBANKA_1427100,PBANKA_142710,PF3D7_0810400,AQP2,"aquaporin, putative",Dispensable,1.01,5.4,0.004,0.88,1.15,1,PbGEM-321755
PBANKA_1427200,PBANKA_142720,PF3D7_0810300,PPM5,protein phosphatase PPM5,Dispensable,1.11,4.9,0.007,0.94,1.28,2,PbGEM-066047
PBANKA_1427500,PBANKA_142750,PF3D7_0810000,,"acyl-CoA binding protein, putative",Dispensable,0.97,6.5,0.001,0.89,1.04,1,PbGEM-254500
PBANKA_1427800,PBANKA_142780,PF3D7_0809600,,"peptidase family C50, putative",Essential,0.25,4.2,0.015,0.01,0.49,2,PbGEM-110930
PBANKA_1427900,PBANKA_142790,PF3D7_0809500,,"histone acetyltransferase subunit NuA4, putative",Slow,0.18,6.5,0.002,0.1,0.26,2,PbGEM-321795
PBANKA_1428100,PBANKA_142810,PF3D7_0809200,,"asparagine-rich antigen, putative",Dispensable,0.97,6.2,0.002,0.88,1.06,1,PbGEM-321843
PBANKA_1428400,PBANKA_142840,PF3D7_1212400,,"conserved Plasmodium protein, unknown function",Slow,0.23,5.6,0.004,0.11,0.36,2,PbGEM-321907
PBANKA_1428500,PBANKA_142850,PF3D7_1212500,,"glycerol-3-phosphate 1-O-acyltransferase, putative",Essential,0.1,6.2,0.002,0.01,0.19,1,PbGEM-343324
PBANKA_1428800,PBANKA_142880,PF3D7_1212800,,"iron-sulfur subunit of succinate dehydrogenase, putative",Dispensable,0.97,6.5,0.002,0.89,1.05,1,PbGEM-111006
PBANKA_1428900,PBANKA_142890,PF3D7_1212900,BDP2,"bromodomain protein 2, putative",Slow,0.65,5.8,0.003,0.54,0.76,2,PbGEM-340043
PBANKA_1429200,PBANKA_142920,PF3D7_1213400,S20,"conserved Plasmodium protein, unknown function",Dispensable,1.03,5.2,0.005,0.89,1.18,1,PbGEM-111063
PBANKA_1429300,PBANKA_142930,PF3D7_1213500,,"integral membrane protein GPR180, putative",Dispensable,0.93,4.9,0.007,0.76,1.09,2,PbGEM-340051
PBANKA_1429600,PBANKA_142960,PF3D7_1213800,PRS,proline--tRNA ligase,Essential,0.14,4.9,0.007,-0.03,0.31,2,PbGEM-343340
PBANKA_1429700,PBANKA_142970,PF3D7_1213900,,"conserved Plasmodium protein, unknown function",Essential,0.14,4.2,0.015,-0.11,0.38,2,PbGEM-111101
PBANKA_1429900,PBANKA_142990,PF3D7_1214100,PIGO,"GPI ethanolamine phosphate transferase 3, putative",Essential,0.1,1,0.162,-0.16,1.46,2,PbGEM-255423
