GeneId	ProductDescription	TranscriptLength	ProteinLength	MolecularWeight
PBANKA_1349600.1	"conserved Plasmodium protein, unknown function"	3933	1310	156330
PBANKA_1328000.1	serine/threonine protein phosphatase UIS2	3969	1322	156448
PBANKA_0411950.1	"conserved Plasmodium protein, unknown function"	3927	1308	156515
PBANKA_0914500.1	"conserved Plasmodium protein, unknown function"	3942	1313	156572
PBANKA_0311000.1	"protein transport protein SEC31, putative"	4167	1388	156635
PBANKA_1205900.1	"transcription factor with AP2 domain(s), putative"	4197	1398	156689
PBANKA_1419000.1	"conserved Plasmodium protein, unknown function"	4023	1340	157223
PBANKA_0205900.1	"lipid/sterol:H+ symporter, putative"	4074	1357	157225
PBANKA_1212900.1	"conserved Plasmodium protein, unknown function"	3945	1314	157361
PBANKA_0100800.1	"conserved Plasmodium protein, unknown function"	4149	1382	157446
PBANKA_0943500.1	FeS cluster assembly protein SufD	4023	1340	157528
PBANKA_0401700.1	"conserved Plasmodium protein, unknown function"	3963	1320	157722
PBANKA_0811100.1	"helicase SKI2W, putative"	4092	1363	157775
PBANKA_1118700.1	"acyl-CoA synthetase, putative"	4056	1351	157935
PBANKA_0808000.1	cdc2-related protein kinase 4	4029	1342	158066
PBANKA_1020000.1	"conserved Plasmodium protein, unknown function"	4023	1340	158157
PBANKA_1238500.1	"conserved Plasmodium protein, unknown function"	3945	1314	158235
PBANKA_1002800.1	"protein transport protein Sec24B, putative"	4146	1381	158417
PBANKA_1211900.1	phosphoinositide-specific phospholipase C	4035	1344	159087
PBANKA_0928300.1	"conserved Plasmodium protein, unknown function"	3996	1331	159139
PBANKA_0708500.1	"conserved Plasmodium protein, unknown function"	3903	1300	159225
PBANKA_1407400.1	"mRNA-decapping enzyme 2, putative"	4125	1374	159638
PBANKA_0919900.1	"ATP-dependent 6-phosphofructokinase, putative"	4134	1377	159655
PBANKA_0513900.1	"conserved Plasmodium protein, unknown function"	4041	1346	159820
PBANKA_0915900.1	"amino acid transporter, putative"	4029	1342	159975
PBANKA_1314900.1	"conserved Plasmodium protein, unknown function"	4113	1370	159986
PBANKA_0711000.1	"conserved Plasmodium protein, unknown function"	4026	1341	159999
PBANKA_0808600.1	"conserved Plasmodium protein, unknown function"	4020	1339	160006
PBANKA_0830200.1	"high molecular weight rhoptry protein 2, putative"	4065	1354	160022
PBANKA_0616900.1	"conserved Plasmodium protein, unknown function"	4023	1340	160166
PBANKA_0307400.1	"conserved Plasmodium protein, unknown function"	3978	1325	160188
PBANKA_1408900.1	"conserved Plasmodium protein, unknown function"	4170	1389	160461
PBANKA_0105400.1	"coatomer alpha subunit, putative"	4152	1383	160579
PBANKA_1235900.1	"conserved Plasmodium protein, unknown function"	4077	1358	160846
PBANKA_1237800.1	"multidrug resistance protein 1, putative"	4260	1419	160936
PBANKA_1110800.1	"conserved Plasmodium protein, unknown function"	4086	1361	161040
PBANKA_1034300.1	transcription factor with AP2 domain(s)	4140	1379	161168
PBANKA_0518300.1	"conserved Plasmodium protein, unknown function"	4080	1359	161331
PBANKA_0905900.1	transcription factor with AP2 domain(s)	4191	1396	161356
PBANKA_1449900.1	"CCR4-NOT transcription complex subunit 4, putative"	4176	1391	161425
PBANKA_0823000.1	"ubiquitin-like protein, putative"	4155	1384	161458
PBANKA_0416800.1	"ubiquitin specific protease, putative"	4161	1386	161513
PBANKA_0805900.1	"kinesin-8, putative"	4230	1409	161603
PBANKA_0836300.1	cytoadherence linked asexual protein 9	4050	1349	161624
PBANKA_1407100.1	"conserved Plasmodium protein, unknown function"	4038	1345	161928
PBANKA_0607400.1	"protein phosphatase, putative"	4218	1405	162055
PBANKA_1317900.1	"conserved Plasmodium protein, unknown function"	4107	1368	162481
PBANKA_1021000.1	"conserved Plasmodium protein, unknown function"	4092	1363	162639
PBANKA_0516900.1	"S-adenosylmethionine decarboxylase/ornithine decarboxylase, putative"	4212	1403	162726
PBANKA_0605200.1	"DNA-directed RNA polymerase III subunit RPC2, putative"	4266	1421	162843
PBANKA_1019600.1	"vacuolar protein sorting-associated protein 3, putative"	4083	1360	163028
PBANKA_1357800.1	"conserved Plasmodium protein, unknown function"	4227	1408	163222
PBANKA_1222600.1	"AP-3 complex subunit delta, putative"	4113	1370	163460
PBANKA_1440600.1	"VAC14 domain-containing protein, putative"	4137	1378	163476
PBANKA_0826600.1	"conserved Plasmodium protein, unknown function"	4110	1369	163666
PBANKA_1038700.1	"conserved Plasmodium protein, unknown function"	4062	1353	163731
PBANKA_1118200.1	"conserved Plasmodium protein, unknown function"	4140	1379	164177
PBANKA_1362100.1	"tyrosine kinase-like protein, putative"	4227	1408	164331
PBANKA_0924200.1	"beige/BEACH domain protein, putative"	4191	1396	164403
PBANKA_1121000.1	"conserved Plasmodium protein, unknown function"	4170	1389	164702
PBANKA_1458800.1	"kinesin, putative"	4245	1414	164999
PBANKA_1230700.1	"conserved Plasmodium protein, unknown function"	4155	1384	165253
PBANKA_1240300.1	"WD repeat-containing protein, putative"	4236	1411	165336
PBANKA_1138700.1	"conserved Plasmodium protein, unknown function"	4254	1417	165348
PBANKA_0923000.1	"DNA-directed RNA polymerase, putative"	4233	1410	165379
PBANKA_0406000.1	"conserved Plasmodium protein, unknown function"	4308	1435	165834
PBANKA_1356400.1	"DNA repair protein RAD5, putative"	4302	1433	166219
PBANKA_0403300.1	"conserved Plasmodium membrane protein, unknown function"	4107	1368	166227
PBANKA_1112500.1	"conserved Plasmodium protein, unknown function"	4161	1386	166853
PBANKA_1358300.1	"conserved Plasmodium protein, unknown function"	4260	1419	167031
PBANKA_1018000.1	"conserved Plasmodium protein, unknown function"	4164	1387	167460
PBANKA_1201200.1	"DnaJ protein, putative"	4224	1407	167578
PBANKA_0927000.1	"tyrosine kinase-like protein, putative"	4263	1420	167855
PBANKA_0610400.1	"non-SERCA-type Ca2+ -transporting P-ATPase, putative"	4479	1492	167948
PBANKA_0622600.1	"conserved Plasmodium protein, unknown function"	4200	1399	168116
PBANKA_1301100.1	"conserved Plasmodium protein, unknown function"	4245	1414	168304
PBANKA_0510800.1	"conserved Plasmodium protein, unknown function"	4332	1443	168471
PBANKA_0313900.1	"conserved Plasmodium protein, unknown function"	4197	1398	168514
PBANKA_1114300.1	"conserved Plasmodium protein, unknown function"	4224	1407	168520
PBANKA_1011400.1	"DNA topoisomerase 2, putative"	4419	1472	168616
PBANKA_1321400.1	"large ribosomal subunit nuclear export factor, putative"	4248	1415	168768
PBANKA_0202700.1	"kinesin-8, putative"	4383	1460	168815
PBANKA_1228500.1	"sentrin-specific protease 2, putative"	4263	1420	168998
PBANKA_0931900.1	"serine esterase, putative"	4290	1429	169033
PBANKA_0802900.1	"conserved Plasmodium protein, unknown function"	4194	1397	169044
PBANKA_1108700.1	"structural maintenance of chromosomes protein 4, putative"	4329	1442	169617
PBANKA_1035700.1	"WD repeat-containing protein 65, putative"	4323	1440	169871
PBANKA_0417600.1	LCCL domain-containing protein	4422	1473	169880
PBANKA_0807700.1	"kinesin-5, putative"	4323	1440	169957
PBANKA_1036800.1	"DNA mismatch repair protein, putative"	4314	1437	170004
PBANKA_0720700.1	"regulator of chromosome condensation, putative"	4284	1427	170372
PBANKA_0913800.1	"DNA-directed RNA polymerase I subunit RPA2, putative"	4425	1474	170801
PBANKA_0103500.1	"RAP protein, putative"	4305	1434	171242
PBANKA_1452100.1	"conserved Plasmodium protein, unknown function"	4560	1519	171338
PBANKA_0314300.1	"conserved Plasmodium protein, unknown function"	4290	1429	171415
PBANKA_1453700.1	"transcription factor with AP2 domain(s), putative"	4458	1485	171648
PBANKA_0503500.1	"zinc finger protein, putative"	4404	1467	171739
PBANKA_0313400.1	"autophagy-related protein 11, putative"	4320	1439	171796
PBANKA_1342500.1	"conserved Plasmodium protein, unknown function"	4566	1521	172086
PBANKA_0909800.1	"RNA-binding protein, putative"	4443	1480	172287
PBANKA_1364000.1	"conserved Plasmodium protein, unknown function"	4356	1451	172346
PBANKA_1328900.1	"potassium channel, putative"	4407	1468	172707
PBANKA_0827300.1	"conserved Plasmodium protein, unknown function"	4371	1456	172772
PBANKA_0503300.1	"conserved Plasmodium protein, unknown function"	4407	1468	172948
PBANKA_1434800.1	"aminophospholipid-transporting P-ATPase, putative"	4548	1515	172974
PBANKA_0804700.1	"conserved Plasmodium protein, unknown function"	4293	1430	173217
PBANKA_1316900.1	"conserved Plasmodium protein, unknown function"	4374	1457	173278
PBANKA_0609700.1	"conserved Plasmodium protein, unknown function"	4356	1451	173390
PBANKA_0312700.1	"DEAD/DEAH helicase, putative"	4398	1465	173397
PBANKA_0607000.1	"conserved Plasmodium protein, unknown function"	4383	1460	173398
PBANKA_0815500.1	"conserved Plasmodium protein, unknown function"	4428	1475	173435
PBANKA_0715000.1	"vacuolar protein sorting-associated protein 9, putative"	4467	1488	173571
PBANKA_0818400.1	"conserved Plasmodium protein, unknown function"	4425	1474	173719
PBANKA_0716100.1	"conserved Plasmodium protein, unknown function"	4338	1445	174069
PBANKA_1322000.1	"conserved Plasmodium protein, unknown function"	4386	1461	174435
PBANKA_1017300.1	"conserved Plasmodium protein, unknown function"	4392	1463	174555
PBANKA_0703100.1	"conserved Plasmodium protein, unknown function"	4395	1464	174608
PBANKA_0415400.1	"conserved Plasmodium protein, unknown function, pseudogene"	4386	1461	174763
PBANKA_1314200.1	"conserved Plasmodium protein, unknown function"	4422	1473	174773
PBANKA_1408200.1	"vacuolar protein sorting-associated protein 18, putative"	4416	1471	174831
PBANKA_0927200.1	"conserved Plasmodium protein, unknown function"	4425	1474	174832
PBANKA_1304200.1	"stromal-processing peptidase, putative"	4437	1478	174903
PBANKA_1308400.1	"GCN2 alpha-related protein kinase, putative"	4491	1496	175027
PBANKA_1365100.1	"conserved Plasmodium protein, unknown function"	4410	1469	175586
PBANKA_1243900.1	"conserved Plasmodium protein, unknown function"	4569	1522	176430
PBANKA_1325500.1	"conserved Plasmodium protein, unknown function"	4455	1484	176836
PBANKA_1012700.1	"conserved Plasmodium protein, unknown function"	4446	1481	177136
PBANKA_0809600.1	"conserved Plasmodium protein, unknown function"	4428	1475	177165
PBANKA_1012500.1	leucine-rich repeat protein	4467	1488	177236
PBANKA_0925500.1	calcium-dependent protein kinase 6	4449	1482	177393
PBANKA_0803700.1	"conserved Plasmodium protein, unknown function"	4461	1486	177621
PBANKA_0821300.1	"conserved Plasmodium protein, unknown function"	4419	1472	177625
PBANKA_1416800.1	"conserved Plasmodium protein, unknown function"	4533	1510	177665
PBANKA_0939100.1	"transcription factor with AP2 domain(s), putative"	4656	1551	177801
PBANKA_0406400.1	"conserved Plasmodium protein, unknown function"	4572	1523	177820
PBANKA_0606900.1	"amino acid transporter, putative"	4527	1508	177900
PBANKA_0804100.1	"conserved Plasmodium protein, unknown function"	4719	1572	177946
PBANKA_1023100.1	"conserved Plasmodium protein, unknown function"	4572	1523	178105
PBANKA_1134500.1	"conserved Plasmodium protein, unknown function"	4458	1485	178351
PBANKA_1144700.1	"DNA repair endonuclease, putative"	4494	1497	178694
PBANKA_0209700.1	"zinc-carboxypeptidase, putative"	4614	1537	178825
PBANKA_0940400.1	"conserved Plasmodium protein, unknown function"	4530	1509	179108
PBANKA_1340900.1	"conserved Plasmodium protein, unknown function"	4509	1502	179331
PBANKA_1401200.1	"ATP-dependent RNA helicase DHR1, putative"	4626	1541	179510
PBANKA_0305200.1	"conserved Plasmodium protein, unknown function"	4560	1519	179524
PBANKA_0102800.1	"conserved Plasmodium protein, unknown function"	4530	1509	179632
PBANKA_0305400.1	"conserved Plasmodium protein, unknown function"	4503	1500	179721
PBANKA_1363800.1	"phosphatidylinositol transfer protein, putative"	4542	1513	179999
PBANKA_1463700.1	"DNA repair protein rhp16, putative"	4659	1552	180142
PBANKA_1109400.1	"phosphatidylinositol 4-kinase, putative"	4659	1552	180164
PBANKA_0519900.1	"conserved Plasmodium protein, unknown function"	4776	1591	180335
PBANKA_1331200.1	"rab GTPase activator, putative"	4599	1532	180859
PBANKA_1443600.1	"conserved Plasmodium protein, unknown function"	4515	1504	180887
PBANKA_1447900.1	"conserved Plasmodium protein, unknown function"	4677	1558	180941
PBANKA_1120600.1	"conserved Plasmodium protein, unknown function"	4575	1524	181013
PBANKA_1461600.1	"conserved Plasmodium protein, unknown function"	4668	1555	181020
PBANKA_1005300.1	"conserved Plasmodium protein, unknown function"	4608	1535	181086
PBANKA_1411900.1	"conserved Plasmodium protein, unknown function"	4560	1519	181163
PBANKA_0908400.1	"conserved Plasmodium protein, unknown function"	4599	1532	181201
PBANKA_1138900.1	"conserved Plasmodium protein, unknown function"	4569	1522	181317
PBANKA_0813100.1	"conserved Plasmodium protein, unknown function"	4593	1530	181407
PBANKA_1124800.1	"conserved Plasmodium protein, unknown function"	4572	1523	181630
PBANKA_0415300.1	"exoribonuclease II, putative"	4569	1522	181838
PBANKA_0906700.1	"conserved Plasmodium protein, unknown function"	4608	1535	181946
PBANKA_1235700.1	"conserved Plasmodium protein, unknown function"	4548	1515	182021
PBANKA_1236600.1	"conserved Plasmodium protein, unknown function"	4593	1530	182345
PBANKA_1215400.1	"conserved Plasmodium protein, unknown function"	4536	1511	182675
PBANKA_0916800.1	"conserved Plasmodium protein, unknown function"	4527	1508	183231
PBANKA_1300700.1	LCCL domain-containing protein	4848	1615	183692
PBANKA_0705600.1	"conserved Plasmodium protein, unknown function"	4608	1535	183701
PBANKA_1244800.1	"conserved Plasmodium protein, unknown function"	4620	1539	183783
PBANKA_0516700.1	"RNA polymerase II-associated protein 1, putative"	4617	1538	183833
PBANKA_1012600.1	"conserved Plasmodium protein, unknown function"	4620	1539	184459
PBANKA_0609500.1	"kinesin-7, putative"	4812	1603	185147
PBANKA_1451800.1	"conserved Plasmodium protein, unknown function"	4671	1556	185758
PBANKA_0913900.1	"alpha/beta hydrolase, putative"	4692	1563	185818
PBANKA_1319500.1	LCCL domain-containing protein	4911	1636	185855
PBANKA_1038200.1	nuclear formin-like protein MISFIT	4785	1594	185885
PBANKA_0408000.1	"conserved Plasmodium protein, unknown function"	4623	1540	186093
PBANKA_0504800.1	"conserved Plasmodium protein, unknown function"	4662	1553	186431
PBANKA_0209600.1	"conserved Plasmodium protein, unknown function"	4680	1559	187144
PBANKA_1438500.1	"conserved Plasmodium protein, unknown function"	4686	1561	187474
PBANKA_1240000.1	"structural maintenance of chromosomes protein 6, putative"	4776	1591	187503
PBANKA_0108200.1	"conserved Plasmodium protein, unknown function"	4734	1577	187564
PBANKA_0502800.1	"conserved Plasmodium protein, unknown function"	4728	1575	187726
PBANKA_1438300.1	"phospholipid-transporting ATPase, putative"	4812	1603	187838
PBANKA_0909900.1	"WD repeat-containing protein, putative"	4887	1628	188094
PBANKA_1208600.1	"DNA2/NAM7 helicase, putative"	4800	1599	188603
PBANKA_1009200.1	"conserved Plasmodium protein, unknown function"	4842	1613	188689
PBANKA_1224400.1	"ferlin, putative"	4926	1641	188823
PBANKA_1005400.1	"conserved Plasmodium protein, unknown function"	4818	1605	188951
PBANKA_0717200.1	"conserved Plasmodium protein, unknown function"	4797	1598	190011
PBANKA_1347900.1	"ubiquitin activating enzyme, putative"	4821	1606	190169
PBANKA_1440000.1	"isoleucine--tRNA ligase, putative"	4758	1585	190513
PBANKA_0819400.1	"conserved Plasmodium protein, unknown function"	4821	1606	190651
PBANKA_0930800.1	"conserved Plasmodium protein, unknown function"	4758	1585	190716
PBANKA_1237600.1	"zinc finger protein, putative"	4935	1644	190794
PBANKA_0313200.1	"conserved Plasmodium protein, unknown function"	4830	1609	191353
PBANKA_1439900.1	"conserved Plasmodium protein, unknown function"	4731	1576	191379
PBANKA_1335400.1	"histone deacetylase, putative"	4893	1630	191863
PBANKA_0211900.1	"cation transporting ATPase, putative"	4953	1650	191938
PBANKA_0917500.1	"structural maintenance of chromosomes protein 1, putative"	4863	1620	192455
PBANKA_1217400.1	"conserved Plasmodium protein, unknown function"	4851	1616	192640
PBANKA_1107700.1	"SET domain protein, putative"	4962	1653	192649
PBANKA_0926500.1	"petidase, M16 family, putative"	4935	1644	193363
PBANKA_0505300.1	"conserved Plasmodium protein, unknown function"	4857	1618	193391
PBANKA_1353100.1	"conserved Plasmodium protein, unknown function"	4914	1637	193739
PBANKA_0301000.1	"repetitive organellar protein, putative"	4872	1623	194158
PBANKA_0822500.1	"tetratricopeptide repeat protein, putative"	4857	1618	194170
PBANKA_0311400.1	"serine/threonine protein kinase, putative"	4953	1650	194182
PBANKA_0701700.1	"conserved Plasmodium protein, unknown function"	4884	1627	194360
PBANKA_0506100.1	"PHAX domain-containing protein, putative"	5049	1682	194524
