GeneID,Old GeneID,Description,3D7 Gam Specific Transcription,3D7 Gam Specific Stabilization,Gametocyte transcription,Gametocyte stabilzation,mRNA Control,"Stage I-II transcript (Silvestrini et al., 2005)","Gametocyte transcript (Young et al., 2005)","Stage I-II transcript (Eksi et al., 2005)","Stage I-II transcript (Eksi et al., 2012)","Transcript downregulated in DOZI/CITH KO (Mair et al., 2010)","Stage II transcript enriched 2-fold (Lopez-Barragan et al., 2011)","Stage V tranascript enriched 2-fold (Lopez-Barragan et al., 2011)","Ookinete transcript enriched 20-fold (Lopez-Barragan et al., 2011)","Gameotcyte-Ookinete transcript present (Lopez-Barragan et al., 2011)","Stage I-II transcript in HP1off (Brancucci et al., 2014)","Stage I-II peptide (Silvestrini et al., 2010)","Stage V peptide (Silvestrini et al., 2010)","Male-Female Gametocyte Peptide (Tao et al., 2014)","Male-Female Stage V Gametocyte Peptide (Tao et al., 2014)",Times previously identified,Identified in this study,Previously identified as enriched,NEW,,
PF3D7_1235500,PFL1715w,"mRNA methyltransferase, putative",-0.1758405,-0.379111,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1329400,MAL13P1.146,"AMP deaminase, putative",-0.4094395,-0.387052,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0829100,MAL8P1.10,"conserved protein, unknown function",0.78853,-0.3908755,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1235900,PFL1735c,"pre-mRNA-splicing factor SYF1, putative (XAB2)",2.068088,-0.3909295,√,,transcribed,,,,,,,,,√,,,,,,1,YES,YES,,,
PF3D7_1433300,PF14_0314,"chromatin assembly factor 1 P55 subunit, putative",-2.0933105,-0.3912985,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1226700,PFL1290w,"conserved protein, unknown function",0.884757,-0.3952895,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1211600,PFL0575w,"lysine-specific histone demethylase 1, putative (LSD1)",0.485829,-0.398042,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1123000,PF11_0241,"conserved Plasmodium protein, unknown function",-0.518501,-0.404216,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0806700,PF08_0114,"conserved Plasmodium membrane protein, unknown function",-0.2291255,-0.4059755,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0934100,PFI1650w,"DNA excision-repair helicase, putative",-0.9247135,-0.40975,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1035000,PF10_0341,"U2 snRNA/tRNA pseudouridine synthase, putative",0.1614565,-0.4105365,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1022600,PF10_0219,"kelch protein, putative",-0.6374735,-0.4125875,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1309700,PF13_0053,"conserved Plasmodium protein, unknown function",-0.6175955,-0.426015,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1106200,PF11_0073,"conserved Plasmodium protein, unknown function",-0.30448,-0.432723,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0519600,PFE0985w,"conserved Plasmodium protein, unknown function",0.1231545,-0.4353535,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1231900,PFL1535w,"conserved Plasmodium protein, unknown function",0.753973,-0.439122,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1337300,PF13_0208,"exoribonuclease, putative",0.0695855,-0.444693,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1313800,MAL13P1.70,"conserved Plasmodium membrane protein, unknown function",-0.7475545,-0.448279,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1251100,PFL2455w,"conserved Plasmodium protein, unknown function",-1.2280755,-0.4566395,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0526500,PFE1320w,"conserved Plasmodium protein, unknown function",-0.3926835,-0.4603275,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1109900,PF11_0106,"apicoplast ribosomal protein L36e precursor, putative",-1.1214845,-0.4620325,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1220400,PFL0980w,"debranching enzyme-associated ribonuclease, putative (DRN1)",0.8448035,-0.464823,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0821100,PF08_0044,protein kinase 1 (PK1),-0.580531,-0.471607,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1433100,PF14_0312,"conserved Plasmodium membrane protein, unknown function",-0.6627225,-0.471831,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1139800,PF11_0408,"conserved Plasmodium protein, unknown function",-0.119207,-0.4775795,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1470100,PF14_0668,"conserved Plasmodium protein, unknown function",-0.5592705,-0.482411,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0914000,PFI0685w,"pseudouridylate synthase, putative",0.184998,-0.4941015,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1226400,PFL1275c,"conserved Plasmodium protein, unknown function",0.021841,-0.4961085,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1422800,PF14_0218,"actin-related protein homolog, arp4 homolog",0.2257855,-0.508353,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0709300,PF07_0037,Cg2 protein,0.4508795,-0.5145635,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1211200,PFL0555c,"conserved Plasmodium protein, unknown function",-0.503313,-0.5243315,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1442800,PF14_0406,"conserved Plasmodium protein, unknown function",0.691773,-0.5330075,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0719900,PF07_0082,"conserved Plasmodium membrane protein, unknown function",-0.182712,-0.5331285,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0724700,MAL7P1.134,"conserved Plasmodium protein, unknown function",0.106065,-0.5380455,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0218600,PFB0870w,"conserved Plasmodium protein, unknown function",1.4497255,-0.5468285,√,,transcribed,,,,,,,,,√,,,,,,1,YES,YES,,,
PF3D7_0105600,PFA0275c,"conserved Plasmodium protein, unknown function",-0.6878435,-0.5507855,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1342900,PF13_0235,transcription factor with AP2 domain(s) (ApiAP2),-0.602834,-0.552612,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0704700,PF07_0018,"conserved Plasmodium membrane protein, unknown function",0.297733,-0.569477,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1337100,MAL13P1.185,protein kinase 6 (PK6),2.260552,-0.5709715,√,,transcribed,,,,,,,,,√,,,,,,1,YES,YES,,,
PF3D7_1142400,PF11_0436,coproporphyrinogen III oxidase (CPO),-0.8372285,-0.5775255,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1351800.1,PF13_0270,"conserved Plasmodium protein, unknown function",-1.271262,-0.579197,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1008100,PF10_0079,"conserved Plasmodium protein, unknown function",-0.970894,-0.57977,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1450400,PF14_0479,"zinc finger protein, putative",-0.451171,-0.5934525,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0302800,PFC0130c,"conserved Plasmodium protein, unknown function",-0.7324195,-0.60143,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1033600,PF10_0327,"myb2 transcription factor, putative (Myb2)",0.07728,-0.6059185,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0819000,MAL8P1.64,"conserved Plasmodium protein, unknown function",0.1189945,-0.623551,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0516300,PFE0815w,"tRNA pseudouridine synthase, putative",-0.1488415,-0.6363725,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1439100,PF14_0370,"DEAD/DEAH box helicase, putative",-0.0204705,-0.6367415,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0704200,PF07_0015,"tRNA m5C-methyltransferase, putative",-0.2674775,-0.6374325,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1314600,PF13_0083,lipoate protein ligase a type 1 (LplA1),1.018993,-0.649194,√,,transcribed,,,,,,,,,√,,,,,,1,YES,YES,,,
PF3D7_1218200,PFL0880c,"conserved Plasmodium protein, unknown function",-0.6190245,-0.6505845,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1108900,PF11_0101,"conserved Plasmodium protein, unknown function",-0.5202105,-0.6754965,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1008000,PF10_0078,"histone deacetylase, putative",-0.7971005,-0.675525,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1303300,PF13_0017,"conserved Plasmodium protein, unknown function",1.076314,-0.6755945,√,,transcribed,,,,,,,,,√,,,,,,1,YES,YES,,,
PF3D7_1348300,MAL13P1.243,"elongation factor Tu, putative",-0.573514,-0.6760135,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0504000,PFE0195w,cation transporting P-ATPase (ATPase3),0.2214965,-0.688081,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1456900,PF14_0542,"conserved protein, unknown function",-0.405265,-0.693504,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1126500,PF11_0275,"conserved Plasmodium protein, unknown function",-0.3853215,-0.701033,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1434000,PF14_0321,"CCR4-associated factor 16, putative (CAF16)",1.1222285,-0.7013415,√,,transcribed,,,,,,,,,√,,,,,,1,YES,YES,,,
PF3D7_1421500,PF14_0208,"mitochondrial protein import protein TIM13, putative",-0.2991025,-0.7015685,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0513200,PFE0655w,"conserved Plasmodium protein, unknown function",-0.0702625,-0.701878,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1127800,PF11_0289,"conserved Plasmodium protein, unknown function",0.7223945,-0.7039965,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0821600,PF08_0040,"clp1-related protein, putative",-1.161694,-0.7109535,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0602500,PFF0120w,"geranylgeranyltransferase, putative",0.656787,-0.719618,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1033300,PF10_0324,"conserved Plasmodium protein, unknown function",1.410343,-0.7263165,√,,transcribed,,,,,,,,,√,,,,,,1,YES,YES,,,
PF3D7_1140800,PF11_0419,"conserved Plasmodium protein, unknown function",-1.1567495,-0.7287155,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0921600,PFI1060w,"tetratricopeptide repeat family protein, putative",-0.827653,-0.740168,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0703900,MAL7P1.15,"conserved Plasmodium membrane protein, unknown function",0.350111,-0.740978,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0808100,MAL8P1.123,"conserved Plasmodium protein, unknown function",-0.825725,-0.7699565,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1010200,PF10_0099,"DNA2/NAM7 helicase, putative",0.5804595,-0.771907,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1135100,PF11_0362,"protein phosphatase, putative",-2.099695,-0.778239,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1409000,PF14_0087,"conserved Plasmodium protein, unknown function",-0.99593,-0.7785435,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0823100,MAL8P1.41,"RWD domain-containing protein, putative",-1.0358745,-0.7797035,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0912800,PFI0625c,"tRNA 1-methyladenosine methyltransferase subunit, putative",-1.111101,-0.7852085,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1435500,PF14_0336,"conserved Plasmodium protein, unknown function",-0.135139,-0.7910285,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1457000,PF14_0543,signal peptide peptidase (SPP),-0.002527,-0.8261775,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0921200,PFI1040c,"conserved Plasmodium membrane protein, unknown function",0.0579495,-0.858063,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1134500,PF11_0356,"alpha/beta hydrolase, putative",-0.546463,-0.881131,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1434500,PF14_0326,"dynein-related AAA-type ATPase, putative",-0.2541045,-0.8822375,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1366800,MAL13P1.335,"phosphatidylserine synthase I, putative",-0.3495935,-0.887721,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1119900,PF11_0206,"conserved Plasmodium protein, unknown function",-0.8875235,-0.896853,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1359000,MAL13P1.293,"conserved Plasmodium protein, unknown function",-0.147079,-0.91531,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_1009000,PF10_0087,diphthine synthase,-0.701686,-1.008621,,,,,,,,,,,,√,,,,,,1,NO,YES,,,
PF3D7_0705700,MAL7P1.300,"40S ribosomal protein S29, putative",1.536383,-1.50089,√,,transcribed,,,,,,,,,√,,,,,,1,YES,YES,,,
PF3D7_0402200,PFD0100c,"surface-associated interspersed gene 4.1, pseudogene (SURFIN4.1) (SURF4.1)",-0.853589,1.807101,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0424300,PFD1155w,"erythrocyte binding antigen-165, pseudogene (EBA165)",-0.586903,1.7678135,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1252400,PFL2520w,"reticulocyte binding protein homologue 3, pseudogene (RH3)",-1.0197035,1.757717,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0323400,PFC1045c,Rh5 interacting protein (RIPR),-0.0593215,1.73726,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0507500,PFE0370c,subtilisin-like protease 1 (SUB1),-1.588869,1.7326355,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1036500,PF10_0357,"probable protein, unknown function",-1.140335,1.728846,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1036300,PF10_0355,merozoite surface protein (MSP3.8),-2.3771265,1.6780835,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1240100,PFL1945c,early transcribed membrane protein 12 (ETRAMP12),-2.4616405,1.619116,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0414800,PFD0715c,"conserved Plasmodium protein, unknown function",-1.4419885,1.5830695,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0402300,PFD0110w,"normocyte binding protein 1,reticulocyte binding protein homologue 1 (RH1)",-0.4773755,1.562967,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1477900,PF14_0751,"acyl-CoA synthetase, pseudogene (ACS1b)",-0.4289235,1.538798,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0424200,PFD1150c,reticulocyte binding protein homologue 4 (RH4),-0.730963,1.5325065,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0318700,PFC0830w,trophozoite stage antigen,1.194261,1.513958,√,√,balance,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0207500,PFB0335c,serine repeat antigen 6 (SERA6),-2.6867345,1.3993445,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1035900,PF10_0351,"probable protein, unknown function",-3.5934295,1.3604365,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1437300,PF14_0353,"conserved Plasmodium protein, unknown function",-1.9121575,1.321502,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1337800,PF13_0211,calcium dependent protein kinase 5 (CDPK5),-1.5085825,1.2596245,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0401900,PFD0085c,acyl-CoA synthetase (ACS6),-1.495162,1.257846,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1138000,PF11_0392,"conserved Plasmodium protein, unknown function",-1.8310685,1.251953,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1014100,PF10_0138,"conserved Plasmodium protein, unknown function",-2.0362435,1.248286,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1243700,PFL2100w,"ubiquitin conjugating enzyme E2, putative",-0.9206645,1.235539,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0221500,PFB0960c,"Pfmc-2TM Maurer's cleft two transmembrane protein, pseudogene",n.d.,n.d.,,,,,,,,,,,,√,,,,,,1,NO,NO,,,
PF3D7_1372200,MAL13P1.480,histidine-rich protein III (HRPIII),0.018561,1.182361,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1436200,PF14_0343,"conserved Plasmodium protein, unknown function",-1.7733085,1.1697475,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0407900,PFD0390c,"AAA family ATPase, putative",-0.000721,1.1690345,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1361500.1,MAL13P1.306-a,"conserved Plasmodium protein, unknown function",-0.297768,1.1238345,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1009700,PF10_0094,"tubulin-tyrosine ligase, putative",-0.737811,1.108551,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0508100,PFE0400w,"SET domain protein, putative (SET9)",-1.76839,1.1047045,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1348600,PF13_0255,"conserved Plasmodium protein, unknown function",-1.8299435,1.098728,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0206800,PFB0300c,merozoite surface protein 2 (MSP2),-1.1340385,1.0850905,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1475800,PF14_0726,"conserved Plasmodium protein, unknown function",-0.7459305,1.062202,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1224100,PFL1160c,"conserved Plasmodium protein, unknown function",-2.2928205,1.0597595,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0530900,PFE1545c,"formin 1, putative",-1.1175815,1.04427,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1308000,MAL13P1.38,"conserved Plasmodium membrane protein, unknown function",-1.702507,1.0065405,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1030800,PF10_0301,"calmodulin, putative",-0.509976,1.0030945,,√,stabilized,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0936900,PFI1785w,"Plasmodium exported protein (PHISTb), unknown function, pseudogene",-1.081744,0.723198,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1425600,PF14_0236,"zinc finger protein, putative",0.0409065,0.681256,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1478400,PF14_0756,"Plasmodium exported protein, unknown function, pseudogene",2.8321375,0.56644,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1420500,PF14_0199,"conserved Plasmodium membrane protein, unknown function",0.8468725,0.555956,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1215700,PFL0755c,"conserved Plasmodium protein, unknown function",1.001723,0.5376565,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0221000,PFB0950w,"Plasmodium exported protein, unknown function",-0.425048,0.488285,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1138200,PF11_0394,"conserved Plasmodium membrane protein, unknown function",1.459379,0.4841315,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1208200,PFL0410w,cysteine repeat modular protein 3 (CRMP3),1.6648025,0.482927,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1039700,PF10_0390,Pfmc-2TM Maurer's cleft two transmembrane protein (MC-2TM),n.d.,n.d.,,,,,,,,,,,,√,,,,,,1,NO,NO,,,
PF3D7_1014200,PF10_0139,"male gamete fusion factor HAP2, putative (HAP2)",1.2548855,0.4551135,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0718300,MAL7P1.92,cysteine repeat modular protein 2 (CRMP2),1.586609,0.453274,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1465500,PF14_0622,potassium channel protein (K2),1.172123,0.434318,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0911300,PFI0550w,cysteine repeat modular protein 1 (CRMP1),1.504321,0.418909,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1121400,PF11_0222,"WD domain, G-beta repeat-containing protein",1.169559,0.3970505,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1418100,PF14_0179,"liver specific protein 1, putative (LISP1)",1.922125,0.355641,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1036400,PF10_0356,liver stage antigen 1 (LSA1),1.424753,0.3412995,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1218700,PFL0905c,"conserved Plasmodium protein, unknown function",1.53406,0.335772,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1354700,PF13_0288,"conserved Plasmodium protein, unknown function",1.485423,0.329705,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1473300,PF14_0701,"conserved Plasmodium protein, unknown function",1.129402,0.322684,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1132100,PF11_0330,"conserved Plasmodium protein, unknown function",1.5375505,0.32253,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1132500,PF11_0334,"amino acid transporter, putative",1.4192355,0.3183725,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1334400,MAL13P1.173,MSP7-like protein (MSRP4),1.0161865,0.309528,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0114200,PFA0685c,"Plasmodium exported protein (hyp4), unknown function",1.168831,0.309382,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0937100,PFI1795c,"Plasmodium exported protein, unknown function",2.25636,0.3047695,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0207900,PFB0355c,serine repeat antigen 2 (SERA2),1.205138,0.296414,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1136100,PF11_0372,"conserved Plasmodium protein, unknown function",1.3991505,0.294725,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1333100,PF13_0181,"conserved Plasmodium protein, unknown function",1.2006805,0.2891795,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PFC10_API0055,PFC10_API0055,apicoplast ribosomal protein S4 (rps4),2.239232,0.2830805,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1468600,PF14_0654,"aminophospholipid transporter, putative",1.1024255,0.272791,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1018800,PF10_0181,"conserved protein, unknown function",1.417251,0.2707375,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1141000,PF11_0421,"conserved Plasmodium protein, unknown function",2.361396,0.260938,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0425300,PFD1210w,"Plasmodium exported protein (PHISTa), unknown function, pseudogene",2.325401,0.241057,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1474200,PF14_0710,"conserved Plasmodium membrane protein, unknown function",0.756028,0.2347605,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1464300,PF14_0611,"conserved Plasmodium protein, unknown function",1.398659,0.230198,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1409500,PF14_0093,"conserved Plasmodium protein, unknown function",1.242284,0.2239105,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1240700,PFL1965w,"rifin, pseudogene",2.5751195,0.2017305,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1351300,MAL13P1.259,"conserved Plasmodium membrane protein, unknown function",2.4765905,0.1862975,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0201400,PFB0070w,"Plasmodium exported protein (hyp10), unknown function",2.9457445,0.1803865,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1001100.1,PF10_0015,"acyl-CoA binding protein, isoform 1, ACBP1 (ACBP1)",1.5929065,0.1738495,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1201400,PFL0070c,"Plasmodium exported protein, unknown function",0.52285,0.160796,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1401000,PF14_0010,glycophorin binding protein (GBPH),2.303928,0.158603,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1228100,PFL1360c,leucine-rich repeat protein (LRR13),1.2425555,0.1568095,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1421300,PF14_0206,"conserved Plasmodium protein, unknown function",1.0789505,0.131375,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1002300,PF10_0027,"conserved Plasmodium protein, unknown function",1.632897,0.1225725,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0301100,PFC0055w,"Plasmodium exported protein (hyp13), unknown function",2.4268105,0.101844,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1002000,PF10_0024,"Plasmodium exported protein (hyp2), unknown function",1.362657,0.081062,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_0425000,PFD1195c,"Plasmodium exported protein, unknown function, pseudogene",2.0958885,0.051873,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1459500,PF14_0568,"conserved Plasmodium protein, unknown function",1.1688195,0.048539,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1241600,PFL2000w,"mitochondrial carrier protein, putative",1.1307325,0.031477,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
PF3D7_1478700,PF14_0759,"Plasmodium exported protein, unknown function, pseudogene",3.1257325,0.028413,√,,transcribed,,,,,,,,,√,,,,,,1,YES,NO,*,,
